"Event_Meta_ID","Event_ID","Created_By","Created_Date","Updated_By","Updated_Date","Fixed_by","Fix_Date","Notes","Protocol_Version"
"F6B7D872-029A-44EB-B97F-FB3EC4288FCB","29395738-A8E6-423C-BF2C-6C4ED0C997E1","{8330C84C-E3CB-45E0-99A3-133519C3A7AD}",2010-09-24 00:00:00,NA,2010-09-24 00:00:00,NA,NA,NA,NA
"2E1BD0CF-95D7-4AF5-B166-A1CB93C6A65A","2BECFF85-73EA-444D-94F1-B96EC2C529A2","{353252D0-B835-48BC-A821-80E2FA5A55C5}",2010-09-09 00:00:00,NA,2010-09-09 00:00:00,NA,NA,"Trees: # 8214 A and # 8215 A missing species and tree condition",NA
"8911B0FF-4FD8-4634-AFF5-2468AAB2FD71","2F3FB90E-16A0-450B-93FA-1FC1F8AB104C",NA,2012-07-05 09:36:05,NA,2012-07-05 09:36:05,NA,NA,"No data sheet for seedlings. JAC was present during the field work and confirms that there were no seedlings in the plot. Data has been entered as such",NA
"4639E07B-A8A2-45BE-9E07-F047489A2EA3","34D1E9AB-A410-4F8F-A741-9084B4641F52","{8330C84C-E3CB-45E0-99A3-133519C3A7AD}",2010-09-27 00:00:00,NA,2010-09-27 00:00:00,NA,NA,NA,NA
"5E3C9B0D-331D-417F-9D59-54E37F050450","35503119-2EA4-4AB5-9767-4BA76F2F71E3","{0D8B7E81-2C6D-4367-80EF-114BED1D8371}",2010-07-02 00:00:00,NA,2010-07-02 00:00:00,NA,NA,NA,NA
"20BFFA2D-3FE8-4D6F-9228-5462B984E76A","3A87CD78-D6F1-4678-B2D1-018AACA411AB","{1E30DBBB-8860-48D4-95EC-A8F90A7ED26B}",2010-09-27 00:00:00,NA,2010-09-27 00:00:00,NA,NA,NA,NA
"2E5C532A-EA0D-4910-AB40-305D9602AA24","3AF80FDC-D9A9-4822-AE91-C79B217EEF19","{501A76CE-EBF1-4C9C-84CE-9054EF60994B}",2010-09-28 00:00:00,NA,2010-09-28 00:00:00,NA,NA,NA,NA
"1DD585FE-8DC4-4015-BFE8-1BC067EA94F2","3E7A3A1F-5FE7-4C59-9286-64D7AC4CD080","{8330C84C-E3CB-45E0-99A3-133519C3A7AD}",2010-09-27 00:00:00,NA,2010-09-27 00:00:00,NA,NA,NA,NA
"F53CF4DC-3415-42F3-9431-45F9DA8663A4","4491F22C-D824-4C86-969A-3DC46F5ADCB0","{C00EB408-AAB3-4F31-9E83-10944135BE7F}",2011-08-03 17:18:05,"{C00EB408-AAB3-4F31-9E83-10944135BE7F}",2011-08-03 17:24:59,NA,NA,"Plot is 6 degrees from north",NA
"62F8598C-F0C8-444C-923A-80FDC37A0017","44954C85-F638-4F99-995A-3B6163E5BA8D","{1E30DBBB-8860-48D4-95EC-A8F90A7ED26B}",2010-09-26 00:00:00,NA,2010-09-26 00:00:00,NA,NA,NA,NA
"76676D06-FB01-4581-9013-3C65DC01032B","46F65F7A-4150-47A8-AC3A-E00DE1C27C96","{353252D0-B835-48BC-A821-80E2FA5A55C5}",2010-09-01 00:00:00,NA,2010-09-01 00:00:00,NA,NA,NA,NA
"BEDE0DEB-9FA7-4A99-9A90-2CE2D417EE3B","4C5FAF30-D220-40E0-A489-2C88AEBB6C1B","{1E30DBBB-8860-48D4-95EC-A8F90A7ED26B}",2010-09-20 00:00:00,NA,2010-09-20 00:00:00,NA,NA,NA,NA
"8C2DC6D7-6FE6-4926-B6E0-9854E2A29550","4EE01427-B392-4914-A8D8-1B8221991121","{1E30DBBB-8860-48D4-95EC-A8F90A7ED26B}",2010-09-28 00:00:00,NA,2010-09-28 00:00:00,NA,NA,NA,NA
"C7229604-7FC9-426F-A0ED-19BA943D2E46","50586FF2-0D35-463E-9578-649EAD3564A0","{501A76CE-EBF1-4C9C-84CE-9054EF60994B}",2010-09-27 00:00:00,"{797D4AA4-8007-47B4-AA42-7C0E644D1031}",2017-02-27 09:09:15,NA,NA,"20170227 CES - removed CWD multiple cross ID to correct protocol deviation.",NA
"04882EC6-D52A-4B4D-A1F9-61FA401015EA","50694170-B302-4C5E-97E3-31265DB5DFAA","{1E30DBBB-8860-48D4-95EC-A8F90A7ED26B}",2010-09-22 00:00:00,NA,2010-09-22 00:00:00,NA,NA,"Stand Height Tree 1: based on the height, I decided to change it to dominate and zeroed out the height value of 35 m.",NA
"278AF414-1C34-496E-9E7E-EE80B6DF9A7D","5479F0BE-742A-4A32-A4BA-5B4F0B8F6165","{1E30DBBB-8860-48D4-95EC-A8F90A7ED26B}",2010-09-28 00:00:00,NA,2010-09-28 00:00:00,NA,NA,NA,NA
"8FE87606-AC43-42E9-AB0D-A0BE0FFDB876","56D0745D-AFE5-48CC-8C4A-A9CA3A72AD27","{501A76CE-EBF1-4C9C-84CE-9054EF60994B}",2010-09-27 00:00:00,NA,2010-09-27 00:00:00,NA,NA,NA,NA
"CAF14999-6E66-4966-BB3A-9D1DAF045CEC","56EC50A0-9574-4551-8BE0-0D4D9DE407AB","{1E30DBBB-8860-48D4-95EC-A8F90A7ED26B}",2010-09-27 00:00:00,NA,2010-09-27 00:00:00,NA,NA,NA,NA
"9BFA824B-F953-4340-8FF0-E956578BC3C6","5929371F-6ECF-40A9-8A8E-7D06BCEF4526","{1E30DBBB-8860-48D4-95EC-A8F90A7ED26B}",2010-09-28 00:00:00,NA,2010-09-28 00:00:00,NA,NA,NA,NA
"CE63FD23-34D1-420D-87E9-E0335296FA8B","5A232E75-79A8-4351-8B31-7E24CFA6518D","{501A76CE-EBF1-4C9C-84CE-9054EF60994B}",2010-09-27 00:00:00,NA,2010-09-27 00:00:00,NA,NA,NA,NA
"80133495-F072-4339-A4FF-4106E8AFDB98","5C2DE677-0D8D-4D8D-865B-222F8B3247F4","{1E30DBBB-8860-48D4-95EC-A8F90A7ED26B}",2010-09-23 00:00:00,NA,2010-09-23 00:00:00,NA,NA,NA,NA
"9B565459-3C70-40EF-8100-4E47C5BD94E4","5CE4C5ED-FB4D-48A7-97CF-F69E9104FCAD","{501A76CE-EBF1-4C9C-84CE-9054EF60994B}",2010-09-23 00:00:00,NA,2010-09-23 00:00:00,NA,NA,NA,NA
"E297B094-CF95-47DB-85B8-6D345F1F56C0","62132022-3826-4522-AD8B-38AE4AD3760A","{8330C84C-E3CB-45E0-99A3-133519C3A7AD}",2010-09-24 00:00:00,NA,2010-09-24 00:00:00,NA,NA,NA,NA
"C0D735AA-C737-4B3E-9ED6-87A08995F594","62223D7E-0745-42C7-8DDC-E5FA280C38E4","{501A76CE-EBF1-4C9C-84CE-9054EF60994B}",2010-09-27 00:00:00,NA,2010-09-27 00:00:00,NA,NA,NA,NA
"DF23CEC4-6CAA-4B75-A021-10A9F0734D3F","62340ECF-E399-4833-AA02-344B3B22794F","{0D8B7E81-2C6D-4367-80EF-114BED1D8371}",2008-07-02 00:00:00,NA,2008-07-02 00:00:00,NA,NA,NA,NA
"702C1AD3-F5C9-4923-98E3-A459A61D8956","67A67030-96B8-4B6F-9BB5-1F830B4D958B","{1E30DBBB-8860-48D4-95EC-A8F90A7ED26B}",2010-09-27 00:00:00,"{797D4AA4-8007-47B4-AA42-7C0E644D1031}",2017-02-27 09:07:37,NA,NA,"20170227 CES - removed CWD multiple cross ID to correct protocol deviation.",NA
"47571750-21F1-41D0-8674-35573F4993B7","686F8F63-30F0-4CAE-8C8C-A7037324D334","{501A76CE-EBF1-4C9C-84CE-9054EF60994B}",2010-09-27 00:00:00,NA,2010-09-27 00:00:00,NA,NA,NA,NA
"25B47A68-A017-4DFD-A739-BF77E9103DB4","757169F3-0A3F-4042-A1F9-96A538D37F98","{1E30DBBB-8860-48D4-95EC-A8F90A7ED26B}",2010-09-20 00:00:00,NA,2010-09-20 00:00:00,NA,NA,NA,NA
"2BC88C7C-0043-4983-95F9-FC8F3F91AE65","759B713E-B2E4-4EC5-8FCA-38CD8381AB42","{1E30DBBB-8860-48D4-95EC-A8F90A7ED26B}",2010-09-27 00:00:00,NA,2010-09-27 00:00:00,NA,NA,"Tree number 9086: distance was not recorded",NA
"E48FFA10-6E0E-4B88-8BA1-E8ED0384C771","6185EB2E-737E-44B2-B11A-9A26104413ED","{8330C84C-E3CB-45E0-99A3-133519C3A7AD}",2013-07-22 14:23:40,"{797D4AA4-8007-47B4-AA42-7C0E644D1031}",2018-12-19 09:58:08,NA,NA,"20181219 CES - changed contact from Nate Dammeyer to Mary Short, fixing GUID mix-up in 2013.",NA
"54BF1EF8-F53D-4B5C-942C-C92D037E53CC","82E06C3C-C1D6-4D59-BCA3-9712BB5AD10F","{8330C84C-E3CB-45E0-99A3-133519C3A7AD}",2013-07-22 15:23:14,"{797D4AA4-8007-47B4-AA42-7C0E644D1031}",2018-12-19 09:57:49,NA,NA,"replaced UR, BL  and Bmicroplot rebar (no fiberglass).

20181219 CES - changed contact from Nate Dammeyer to Mary Short, fixing GUID mix-up in 2013.",NA
"78FB8145-DBC5-4ED3-B089-98250AB64710","2B72CA7C-9C9D-4459-A149-6F51C2EB50D9","{8330C84C-E3CB-45E0-99A3-133519C3A7AD}",2013-07-29 08:41:29,"{797D4AA4-8007-47B4-AA42-7C0E644D1031}",2018-12-19 09:44:58,NA,NA,"Moved BL corner stake back to 14.14m.

20181219 CES - changed contact from Jim Comiskey to Mary Short, fixing GUID mix-up in 2013.",NA
"DE91313A-FA80-4600-83D9-B786BD0BB66B","06FDB1BB-1BFC-4842-9C2C-FF21A1C13FD7","{8330C84C-E3CB-45E0-99A3-133519C3A7AD}",2013-07-30 08:08:43,"{797D4AA4-8007-47B4-AA42-7C0E644D1031}",2018-12-19 09:45:22,NA,NA,"Re-established UR micro stake, may have been disturbed by large black oak tip-up.  Re-established B micro stake in moss on top of boulder, no rebar set.

Deleted blank row in additional species. 20170221 CES

20181219 CES - changed contact from Jim Comiskey to Mary Short, fixing GUID mix-up in 2013.",NA
"914145DD-480D-49AC-A890-B5ED456C0FFE","43E62B00-BE60-4BE0-841F-C610C9A414BE","{8330C84C-E3CB-45E0-99A3-133519C3A7AD}",2013-08-07 17:01:21,"{797D4AA4-8007-47B4-AA42-7C0E644D1031}",2018-12-19 09:45:49,NA,NA,"Stand Info, Forest Floor cover and Vascular plant cover was not entered into database and is permanently missing.

20181219 CES - changed contact from Jim Comiskey to Mary Short, fixing GUID mix-up in 2013.",NA
"73408E2E-DC52-4396-8B23-1750FCA5E515","62381416-2D32-4223-B88C-6522429AC1AD","{8330C84C-E3CB-45E0-99A3-133519C3A7AD}",2013-08-15 09:41:39,"{8330C84C-E3CB-45E0-99A3-133519C3A7AD}",2013-08-15 09:53:26,NA,NA,"Reset missing BR stake.",NA
"63298989-C88D-42E5-8DFF-8D40FC4916C7","BEE06F2F-4E02-4B25-8973-30BBDC22152B","{8330C84C-E3CB-45E0-99A3-133519C3A7AD}",2013-08-19 10:48:16,"{8330C84C-E3CB-45E0-99A3-133519C3A7AD}",2013-08-19 11:05:55,NA,NA,"Resert BR stake, UR micro stake, UL and UL micro stake. Replaced BL stake,",NA
"29CA2905-2A2A-4E42-B770-FBEA6AAA19D8","02A20A66-7832-4957-B4D4-A43CC07905AB","{8330C84C-E3CB-45E0-99A3-133519C3A7AD}",2013-08-20 08:56:35,"{8330C84C-E3CB-45E0-99A3-133519C3A7AD}",2013-08-20 09:02:48,NA,NA,"Reset fallen UR stake.",NA
"47E0BA21-1158-4075-9E53-593E3C2A22A1","C25A0C96-2244-4BE4-9C53-8DD88B1963FF","{8330C84C-E3CB-45E0-99A3-133519C3A7AD}",2013-08-20 12:48:05,"{8330C84C-E3CB-45E0-99A3-133519C3A7AD}",2013-08-20 13:08:22,NA,NA,"Reset BL stake (10degrees off). It seems orientation and aspect were switched around. Changed orientation to 109 (was 286) and aspect to 289 (was 106).",NA
"14CCAE01-AEE8-4E93-9CED-E34B305AE7F8","BACCBF3C-395F-4A83-AE0B-8AFF07D29B61","{8330C84C-E3CB-45E0-99A3-133519C3A7AD}",2013-08-20 16:12:34,"{8330C84C-E3CB-45E0-99A3-133519C3A7AD}",2013-08-20 16:25:30,NA,NA,"Moved BL stake to right location.",NA
"3BF468D1-6F64-4F44-91C7-94255CC29F2C","982B3B80-798C-4C85-A778-84FCEAA6D050","{62E0D274-8315-45F2-9893-1D7ED4D4B455}",2013-08-21 13:01:36,"{62E0D274-8315-45F2-9893-1D7ED4D4B455}",2013-08-21 13:38:41,NA,NA,"Reset BR stake and replaced BC micro. Orientation was listed as 225 but was in fact 332.",NA
"6544E058-A818-4234-AF0F-3C30061E98F3","81B31822-4264-4724-8546-9F79EB17BCD1","{F6CEB8C1-5112-4897-BA31-ACA72F50C22F}",2013-08-22 08:45:21,"{F6CEB8C1-5112-4897-BA31-ACA72F50C22F}",2013-08-22 08:58:44,NA,NA,"Reset the bottom microplot stake.",NA
"8C82B71C-9F03-43F5-8A7E-8B8C631DBCEC","90C068F2-6843-4D1D-B3AA-92B64C162127","{8330C84C-E3CB-45E0-99A3-133519C3A7AD}",2013-08-27 08:29:39,"{797D4AA4-8007-47B4-AA42-7C0E644D1031}",2018-12-19 09:53:00,NA,NA,"Adjusted UR corner stake.
UR and UL microplots are switched in the DB!

20181219 CES - changed contact from Jim Comiskey to Mary Short, fixing GUID mix-up in 2013.",NA
"175243D9-D358-4F8F-B047-916A8C2C1673","6BB79DEF-CDC3-4C59-8CDE-FAA4C2A47CEF","{62E0D274-8315-45F2-9893-1D7ED4D4B455}",2013-09-09 08:45:02,"{F6CEB8C1-5112-4897-BA31-ACA72F50C22F}",2013-11-19 14:11:22,NA,NA,"No stakes or center found. Only three tress. Mowing took place near (and potentially on) plot. Seems as if mowing crew may have come in and removed stakes. Based on three trees still standing on plot, we triangulated the rough location of center, but nothing was found. Will be difficult to reestablish plot based only on tree azimuths, may need to be reset from scratch. However, may not be good to reset if mowing crew comes back. Plot abandoned.",NA
"34DFA5F7-46DA-4E2E-A240-9A27F74BBBE3","2E4297B9-095E-4DC3-8AE9-60E20870D203","{62E0D274-8315-45F2-9893-1D7ED4D4B455}",2013-09-09 10:10:06,"{797D4AA4-8007-47B4-AA42-7C0E644D1031}",2018-12-19 09:48:11,NA,NA,"Changed orientation from 13 to 205 degrees. Reset BR corner. BC micro is at 29degrees instead of 25.

20181219 CES - changed contact from Jim Comiskey to Mary Short, fixing GUID mix-up in 2013.",NA
"930930DB-CDAE-4EAD-994D-61F7C11B90A9","4C5E5A8A-125C-4134-9AE8-A2227BBEAE6B","{62E0D274-8315-45F2-9893-1D7ED4D4B455}",2013-09-11 08:01:04,"{797D4AA4-8007-47B4-AA42-7C0E644D1031}",2018-12-19 09:48:52,NA,NA,"changed orientation to 178 from 181. reset BL cornerr.

20181219 CES - changed contact from Jim Comiskey to Mary Short, fixing GUID mix-up in 2013.",NA
"ADF7C477-2AD9-402A-B433-E6FBE4FBEC26","A419AEC0-41A3-4D3D-A988-85A4365E17F0","{8330C84C-E3CB-45E0-99A3-133519C3A7AD}",2013-09-16 08:01:40,"{8330C84C-E3CB-45E0-99A3-133519C3A7AD}",2013-09-16 08:09:15,NA,NA,"Adjusted BR stake.",NA
"B293204F-A10D-45E2-805D-336FE7138447","269CDEF8-3132-4896-A17B-2CCC075E8E1D","{8330C84C-E3CB-45E0-99A3-133519C3A7AD}",2013-09-16 14:46:03,"{62E0D274-8315-45F2-9893-1D7ED4D4B455}",2013-09-17 08:02:36,NA,NA,"Adjusted BR and BL corner stakes.",NA
"2E498419-3960-43D1-A2B3-D00FA2A07715","ED559A13-9D31-4CD5-BB13-6876EC90510B","{8330C84C-E3CB-45E0-99A3-133519C3A7AD}",2013-09-17 09:29:15,"{797D4AA4-8007-47B4-AA42-7C0E644D1031}",2020-01-27 16:02:03,NA,NA,"changed orientation from 323 to 143. and changed aspect from 180 to 323.

20200127 ces: removed Aralia spinosa seedling records because not measured as a tree as per protocol.",NA
"2B7C5C84-06B8-44D6-BC0D-76CCE8A1C629","742118BA-B6CD-454E-887B-45065389D51B","{797D4AA4-8007-47B4-AA42-7C0E644D1031}",2013-07-23 08:56:26,"{797D4AA4-8007-47B4-AA42-7C0E644D1031}",2013-07-23 11:58:44,NA,NA,"upon entering the database, Emilie's name was not in the drop-down list. We clicked 'Add' but Kristina Callahan appear. We wrote in Emilie's info, but it seems that that over-wrote Kristina's name now, so she is no longer in the database. The same thing happened when trying to add the new camera. Pentax 06M overwrote Canon Powershot A700.",NA
"01499938-12DA-42AA-80B2-C4DBD31A774F","786F59D9-B85B-417D-92EB-03B835FFCBCF","{797D4AA4-8007-47B4-AA42-7C0E644D1031}",2013-07-23 13:39:26,"{797D4AA4-8007-47B4-AA42-7C0E644D1031}",2017-02-21 16:07:50,NA,NA,"Changed orientation from 162 to 156. Replaced missing BR, BL, Bcmicro and Urmicro stakes.

Deleted blank row in additional species. 20170221 CES",NA
"268377E1-72A7-412D-ADDA-EB1CBB47130A","3FD9B07C-4314-4E88-8838-1E118BD06337","{797D4AA4-8007-47B4-AA42-7C0E644D1031}",2013-07-24 08:39:17,"{797D4AA4-8007-47B4-AA42-7C0E644D1031}",2013-07-24 08:55:42,NA,NA,"Plot orientation was off -- set to 360. Corrected in 2013. B microplot is at 6.6 m. Reset UL, UC, UR.",NA
"CFCF1DD3-350C-47D9-AC8C-9D2110F7DAA3","0B3F1B70-365B-41F2-9A24-309C9BE3E3B6","{797D4AA4-8007-47B4-AA42-7C0E644D1031}",2013-07-24 12:48:30,"{797D4AA4-8007-47B4-AA42-7C0E644D1031}",2017-02-23 10:42:00,NA,NA,"Bring wellies, very wet . Bring gloves. Yellow jackets on plot

20170223 CES - filled in blank plot slope values using recorded cwd slopes. Certain of accuracy because the plot is flat.",NA
"6ECE76A0-314A-4B22-BCA3-C2027D09DABD","6B2B19C4-355C-4537-BC60-839D94C6EE5D","{62E0D274-8315-45F2-9893-1D7ED4D4B455}",2013-07-25 08:12:35,"{797D4AA4-8007-47B4-AA42-7C0E644D1031}",2018-12-19 09:56:06,NA,NA,"Kate=Mary (somehow couldn't add Mary's name to the contact list). Replaced missing UC, UR, Urmicro,  

20181219 CES - changed contact fromKate Miller to Mary Short, fixing GUID mix-up in 2013.

UC=358
Bcmicro=173.2 at 7m from center (was originally set incorrectly).
UL=305.5 at 7m from center (was originally set incorrectly).",NA
"77A87428-8C61-4B32-A774-26C901D05101","9D747ACC-D62C-4075-86E2-F4FBBFE6B167","{797D4AA4-8007-47B4-AA42-7C0E644D1031}",2013-07-29 08:55:23,"{797D4AA4-8007-47B4-AA42-7C0E644D1031}",2017-02-21 16:08:52,NA,NA," changed orientation from 144 to 141. Replaced BR, BL and UL stakes.

Deleted blank row in additional species. 20170221 CES",NA
"4B1F314A-2D90-4462-9059-2BD6B3AC1D86","87CEA090-3E5B-4C53-9B89-6755C1E65AAD","{797D4AA4-8007-47B4-AA42-7C0E644D1031}",2013-08-07 11:22:07,"{797D4AA4-8007-47B4-AA42-7C0E644D1031}",2013-08-07 11:48:48,NA,NA,"Adjusted BR and UL stake.",NA
"F92223A5-2905-4868-B773-41C91F993A58","1B497342-DA75-4E18-9F91-EA4D7D1A57C3","{797D4AA4-8007-47B4-AA42-7C0E644D1031}",2013-08-08 14:18:59,"{797D4AA4-8007-47B4-AA42-7C0E644D1031}",2013-08-08 14:19:01,NA,NA,"No soils taken in COLO",NA
"6F2E8AD6-ADB0-4E8E-9918-B06B28F15CEC","12276452-4619-4F6D-9E3D-7E483234C581","{797D4AA4-8007-47B4-AA42-7C0E644D1031}",2013-08-15 10:39:53,"{797D4AA4-8007-47B4-AA42-7C0E644D1031}",2013-08-15 10:46:19,NA,NA,"UR micro was recorded as UL in 2009. Continued in 2013.",NA
"2BFE32B5-AE38-4D01-8AE8-7C6D5BE85B44","AB6FC62E-D819-4942-8237-F6D9A52D9DBF","{797D4AA4-8007-47B4-AA42-7C0E644D1031}",2013-08-20 15:43:47,"{797D4AA4-8007-47B4-AA42-7C0E644D1031}",2013-08-20 16:01:48,NA,NA,"b microplot saplings erroneously recorded in ul micro in 2009 and are noted with a 'b'",NA
"8C5CD3D6-DE5B-4789-8152-F4A99C048CF9","6E93C748-61E0-491B-A650-C3A6E612B472","{62E0D274-8315-45F2-9893-1D7ED4D4B455}",2013-08-27 12:32:49,"{62E0D274-8315-45F2-9893-1D7ED4D4B455}",2013-08-27 14:56:12,NA,NA,"UR, UL micro and UL reset. 

NOTE: UL AND UR MICROS WERE SWITCHED IN 2009. SWITCH ALL SAPLINGS AND SHRUBS.",NA
"8AFD32FA-071D-4392-8155-16A4BD4EB27F","4AA46FDD-BAF9-42D9-B50D-C921BBB64F4A","{8330C84C-E3CB-45E0-99A3-133519C3A7AD}",2013-09-04 14:25:53,"{797D4AA4-8007-47B4-AA42-7C0E644D1031}",2020-02-11 17:28:52,NA,NA,"changed orientation from 216 to 219. (data entry 2013) - Tree data was done on datasheets and there were numerous inconsistancies and errors. Mostly unverified dbhs but also tree species and tag numbers changes that were not confirmed.

20200211 ces: deleted Dioscorea villosa B micro shrub record because this species is not woody and should not have been recorded.",NA
"8126F2AC-D24E-46BB-8036-FAB7FCB51D21","4C8C6E0E-2154-4972-961C-D6840B0B6B6C","{797D4AA4-8007-47B4-AA42-7C0E644D1031}",2013-09-09 08:54:27,"{797D4AA4-8007-47B4-AA42-7C0E644D1031}",2013-09-09 09:05:19,NA,NA,"Kristine Brunsman SCA from petersburg observed.",NA
"8897E3E6-DA7C-488F-B8A4-40B481E22EE3","94EBEB6A-8F9F-44A2-9A39-484FC8474334","{8330C84C-E3CB-45E0-99A3-133519C3A7AD}",2013-09-09 13:40:18,"{8330C84C-E3CB-45E0-99A3-133519C3A7AD}",2013-09-09 13:49:50,NA,NA,"Reset missing UC and BR stakes based on orientation and existing stake layout.",NA
"A31D3874-7228-458C-BF0A-8685534FE2C5","555CEBA9-1A9B-4D25-A12D-A8FE5DF0B8BB","{F6CEB8C1-5112-4897-BA31-ACA72F50C22F}",2013-12-04 14:39:27,"{F6CEB8C1-5112-4897-BA31-ACA72F50C22F}",2013-12-04 14:40:01,NA,NA,"Orientation measured at 45 degrees for QA/QC",NA
"DFAFE0B5-E7A4-44C3-8805-42DF2BB19FEA","A1D944B2-9DD9-47F8-9AB9-A8CEC7B38847","{F6CEB8C1-5112-4897-BA31-ACA72F50C22F}",2013-12-04 14:57:39,"{F6CEB8C1-5112-4897-BA31-ACA72F50C22F}",2013-12-04 15:55:17,NA,NA,NA,NA
"732B9E31-CA8A-4C6D-B7A5-B92E5DBDF140","624597AE-4BD4-44F9-97C8-AFFA3FB704C9","{8330C84C-E3CB-45E0-99A3-133519C3A7AD}",2014-07-21 13:25:23,"{8330C84C-E3CB-45E0-99A3-133519C3A7AD}",2014-07-21 13:30:18,NA,NA,"Reset missing UR and UL corner stakes.",NA
"73198F7B-2413-4BB9-8F24-22AA270464DD","7726103B-73D6-4FA9-B228-C2A55372FDB9","{F258BACD-1019-4380-8A75-7DAA42F15754}",2014-07-22 13:00:48,"{F258BACD-1019-4380-8A75-7DAA42F15754}",2014-07-22 13:12:57,NA,NA,"Reset missing BR stake.",NA
"063458EB-7A74-4435-AAE8-5B47F6D4D712","CC705DBA-2B00-4E2B-B5E7-1AE40486EF09","{797D4AA4-8007-47B4-AA42-7C0E644D1031}",2014-07-23 08:39:04,"{797D4AA4-8007-47B4-AA42-7C0E644D1031}",2014-07-23 08:53:49,NA,NA,"2014 - changed orientation from 222 to 215. reset BR, stake out of the ground. BC micro stake not found, reset.",NA
"18110434-F740-4A52-9FE0-50E7E74E71EB","1C737AC7-C3B7-49A5-8FEA-469A3027A759","{8330C84C-E3CB-45E0-99A3-133519C3A7AD}",2014-07-23 11:47:25,"{797D4AA4-8007-47B4-AA42-7C0E644D1031}",2019-12-18 11:41:29,NA,NA,"Reset missing UR, UL and BL stakes.

20191218 ces: on datasheet, seedlings recorded in 15-30 column but during data entry they were entered as 5-15 cm. The database is certainly correct based on other visit data and our knowledge of the park.",NA
"4803E7DB-E21C-40EE-A0C7-5D0CB5527B47","439BBADB-FAB2-4A20-B22C-024908E9FA83","{8330C84C-E3CB-45E0-99A3-133519C3A7AD}",2014-07-23 14:34:02,"{8330C84C-E3CB-45E0-99A3-133519C3A7AD}",2014-07-23 14:47:13,NA,NA,"reset missing BR stake",NA
