"Quadrat_Sampled_ID","Event_ID","A2_Sampled","A5_Sampled","A8_Sampled","AA_Sampled","B2_Sampled","B5_Sampled","B8_Sampled","BB_Sampled","C2_Sampled","C5_Sampled","C8_Sampled","CC_Sampled","UC_Sampled","UL_Sampled","ML_Sampled","BL_Sampled","BC_Sampled","BR_Sampled","MR_Sampled","UR_Sampled","A2_Trampled","A5_Trampled","A8_Trampled","AA_Trampled","B2_Trampled","B5_Trampled","B8_Trampled","BB_Trampled","C2_Trampled","C5_Trampled","C8_Trampled","CC_Trampled","UC_Trampled","UL_Trampled","ML_Trampled","BL_Trampled","BC_Trampled","BR_Trampled","MR_Trampled","UR_Trampled","UP3_Sampled","UP7_Sampled","UP11_Sampled","BR3_Sampled","BR7_Sampled","BR11_Sampled","BL3_Sampled","BL7_Sampled","BL11_Sampled","UP3_Trampled","UP7_Trampled","UP11_Trampled","BR3_Trampled","BR7_Trampled","BR11_Trampled","BL3_Trampled","BL7_Trampled","BL11_Trampled","Created_By","Created_Date","Updated_By","Updated_Date"
"01B7888E-A6C1-4F4E-B14F-2056BB5588BA","AAB06BF7-9673-4E1F-B802-FD0C8B8C1481",TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,"{797D4AA4-8007-47B4-AA42-7C0E644D1031}",2018-08-13 08:24:53,"{797D4AA4-8007-47B4-AA42-7C0E644D1031}",2018-08-13 08:25:31
"01B989A4-6E25-412C-A9B5-99A141DA93B5","204D6C7E-0BA8-4633-83A3-B959EA524E7E",TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,NA,2012-07-05 09:47:23,NA,2012-07-05 09:47:23
"01BCD449-161E-4439-B44B-986268AC0AC4","1A4AC5DB-86E2-41D7-90D6-F81253A8E963",TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,"{797D4AA4-8007-47B4-AA42-7C0E644D1031}",2019-08-01 08:41:00,"{797D4AA4-8007-47B4-AA42-7C0E644D1031}",2019-08-01 08:41:03
"01C68D25-930D-4434-8BFE-5A41F472E4B4","D2AEFBB8-FF17-46D4-9868-0594D1CAAD73",TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,NA,2012-07-05 09:47:23,NA,2012-07-05 09:47:23
"01D35BE9-3725-4892-9097-E449A5EB1754","3651806C-4AAA-4EE7-ADA3-FDA1F1BE1216",TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,"{797D4AA4-8007-47B4-AA42-7C0E644D1031}",2018-08-15 09:04:35,"{797D4AA4-8007-47B4-AA42-7C0E644D1031}",2018-08-15 09:04:36
"01E2FB1D-B461-406C-84ED-965280AFF065","FCBB9060-3911-4C43-BD65-9D6EFF559A07",TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,NA,2012-07-05 09:47:23,NA,2012-07-05 09:47:23
"01F89266-931F-4247-8D19-DF4F39600890","5E42BCF3-9E1F-42F6-A717-2805C1361C02",TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,NA,2012-07-05 09:47:23,NA,2012-07-05 09:47:23
"02E141AD-B813-4A8C-8072-03DDAA990CAB","829B9926-5493-4E3A-B96F-A4303001710D",TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,"{1E30DBBB-8860-48D4-95EC-A8F90A7ED26B}",2010-09-09 16:41:41,"{1E30DBBB-8860-48D4-95EC-A8F90A7ED26B}",2010-09-09 16:41:57
"02EB7EEC-5239-401E-9E51-7F4CA5342287","F2673B44-1077-420F-BDC2-8F2FFB1B69B0",TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,NA,2012-07-05 09:47:23,NA,2012-07-05 09:47:23
"02EBAD66-A975-4E3F-8C63-5880E586F544","BC367DAC-783F-4AE2-86D6-2244CFA2909C",TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,"{2AA4EFF4-A80F-4408-8AF3-E3F11968C2A1}",2017-09-06 11:24:23,"{2AA4EFF4-A80F-4408-8AF3-E3F11968C2A1}",2017-09-06 11:25:47
"0321F2CC-7E7B-4685-B625-8814A964D500","D8600E93-5CFB-4568-9CFE-3D51964C1DBE",TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,"{797D4AA4-8007-47B4-AA42-7C0E644D1031}",2013-09-12 17:11:18,"{797D4AA4-8007-47B4-AA42-7C0E644D1031}",2013-09-12 17:11:19
"034F8AAD-F1B6-4B0F-8FDA-DE888FE51EB4","9733BF81-DC45-4152-A8CB-72F21CB4823C",TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,"{797D4AA4-8007-47B4-AA42-7C0E644D1031}",2016-08-08 09:06:06,"{797D4AA4-8007-47B4-AA42-7C0E644D1031}",2016-08-08 09:06:16
"040B92BE-FD69-47BE-8282-80733AF7DCEA","11593F8C-D36C-4F33-8056-73C0A78A729E",TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,"{0880C00B-EF4A-43FD-9A3A-69C6B18A1D69}",2012-03-31 18:17:39,"{0880C00B-EF4A-43FD-9A3A-69C6B18A1D69}",2012-03-31 18:17:41
"0422C334-0010-447E-BB7D-D33F4986A843","72977D23-627D-47CD-9DDD-E45FA9B2CEA0",TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,"{797D4AA4-8007-47B4-AA42-7C0E644D1031}",2014-08-18 11:01:38,"{797D4AA4-8007-47B4-AA42-7C0E644D1031}",2014-08-18 11:01:39
"04403239-EF3B-495F-92AE-41B640059FF1","B70B8178-D636-4420-AF99-4E8CEA7EEF7F",TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,NA,2012-07-05 09:47:23,NA,2012-07-05 09:47:23
"0447EA09-091E-4A19-AB3E-BD6DE672B58F","4BED64EA-C24C-401D-98C9-2971247337A6",TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,"{797D4AA4-8007-47B4-AA42-7C0E644D1031}",2015-08-13 12:21:31,"{797D4AA4-8007-47B4-AA42-7C0E644D1031}",2015-08-13 12:21:33
"0457BAE4-6C32-46A8-9A47-1AAE35D3346E","41403122-93AC-4DEA-9387-1B2E28B63E0A",TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,"{797D4AA4-8007-47B4-AA42-7C0E644D1031}",2015-09-18 11:24:26,"{797D4AA4-8007-47B4-AA42-7C0E644D1031}",2015-09-18 11:24:46
"0468D6D3-A639-4721-93BE-F742075DC556","F8242ECD-0165-445B-901C-366285F80A18",TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,"{6A5059AB-3541-4DA4-A764-3E55025F539C}",2017-07-19 13:37:08,"{6A5059AB-3541-4DA4-A764-3E55025F539C}",2017-07-19 13:37:22
"049C8453-B07F-4DD6-B3C7-AE42344F9BFC","A7B5D29C-EA2D-4EE6-89CB-C42C7937C16D",TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,"{797D4AA4-8007-47B4-AA42-7C0E644D1031}",2012-09-18 15:43:41,"{797D4AA4-8007-47B4-AA42-7C0E644D1031}",2012-09-18 15:43:42
"04E3702D-E416-4E01-BD98-548DA50D0A97","FA298A40-B681-481C-9CFB-1D6377C45A6E",TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,"{7B6C4021-3131-495C-AECC-93D5C21C6923}",2015-07-30 12:58:47,"{7B6C4021-3131-495C-AECC-93D5C21C6923}",2015-07-30 12:59:11
"05280538-C334-4268-A2D5-BD7FA63BEB02","85B63AEA-9522-4A5E-8412-B8DF43B993BF",TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,"{797D4AA4-8007-47B4-AA42-7C0E644D1031}",2015-08-12 15:58:39,"{797D4AA4-8007-47B4-AA42-7C0E644D1031}",2015-08-12 15:58:40
