"Quadrat_Species_Data_ID","Event_ID","TSN","Confidence","qUC_Cover_Class_ID","qUL_Cover_Class_ID","qML_Cover_Class_ID","qBL_Cover_Class_ID","qBC_Cover_Class_ID","qBR_Cover_Class_ID","qMR_Cover_Class_ID","qUR_Cover_Class_ID","qA2_Cover_Class_ID","qA5_Cover_Class_ID","qA8_Cover_Class_ID","qAA_Cover_Class_ID","qB2_Cover_Class_ID","qB5_Cover_Class_ID","qB8_Cover_Class_ID","qBB_Cover_Class_ID","qC2_Cover_Class_ID","qC5_Cover_Class_ID","qC8_Cover_Class_ID","qCC_Cover_Class_ID","qUP3_Cover_Class_ID","qUP7_Cover_Class_ID","qUP11_Cover_Class_ID","qBR3_Cover_Class_ID","qBR7_Cover_Class_ID","qBR11_Cover_Class_ID","qBL3_Cover_Class_ID","qBL7_Cover_Class_ID","qBL11_Cover_Class_ID","Germinant","Collected","TimeStamp","Notes","Created_By","Created_Date","Updated_By","Updated_Date"
"00688F8E-D91E-4C10-83AC-5AB9F583F315","C30631F9-07C6-4F74-8D0F-0790A1534C54",28606,1,NA,NA,NA,NA,NA,NA,NA,NA,6,3,2,0,1,0,0,1,0,0,0,5,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE,FALSE,2014-09-16 08:09:40,NA,"{5A7BD13B-5DD4-4307-8E95-999816FF0DD4}",2014-09-16 08:09:40,"{5A7BD13B-5DD4-4307-8E95-999816FF0DD4}",2014-09-16 08:10:00
"0076DC1B-C21F-4C2A-A20E-E1D6C842DA05","37CC7B77-2709-46F5-AFD7-25EF477531B0",23571,1,NA,NA,NA,NA,NA,NA,NA,NA,1,3,5,1,2,2,0,0,5,0,1,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE,FALSE,2010-10-04 13:44:50,NA,"{1E30DBBB-8860-48D4-95EC-A8F90A7ED26B}",2010-10-04 13:44:50,"{1E30DBBB-8860-48D4-95EC-A8F90A7ED26B}",2010-10-04 13:45:28
"00793DF7-FF8C-447D-842C-EE274480DC9E","379466EF-4915-422E-A40B-EDF5A260C6B1",28821,1,NA,NA,NA,NA,NA,NA,NA,NA,1,1,3,1,2,0,0,2,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE,FALSE,2017-08-07 17:08:01,NA,"{2AA4EFF4-A80F-4408-8AF3-E3F11968C2A1}",2017-08-07 17:08:01,"{2AA4EFF4-A80F-4408-8AF3-E3F11968C2A1}",2017-08-07 17:09:34
"007D0479-FB85-42C2-8DD9-39D6E2F5F0E1","56D0745D-AFE5-48CC-8C4A-A9CA3A72AD27",39357,1,NA,NA,NA,NA,NA,NA,NA,NA,0,0,1,0,0,0,0,0,0,1,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE,FALSE,2010-09-26 17:23:31,NA,"{501A76CE-EBF1-4C9C-84CE-9054EF60994B}",2010-09-26 17:23:31,"{501A76CE-EBF1-4C9C-84CE-9054EF60994B}",2010-09-26 17:23:40
"00806238-A2FC-4F3A-8364-36CCB42FF18F","F983323E-F32B-4347-8065-685ED4D04806",35283,1,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,0,0,0,0,0,1,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE,FALSE,2015-09-01 15:10:14,NA,"{797D4AA4-8007-47B4-AA42-7C0E644D1031}",2015-09-01 15:10:14,"{797D4AA4-8007-47B4-AA42-7C0E644D1031}",2015-09-01 15:21:54
"008366C2-39D7-42A1-9F4E-2582DCA25DC7","62132022-3826-4522-AD8B-38AE4AD3760A",28606,1,NA,NA,NA,NA,NA,NA,NA,NA,2,0,0,1,3,4,1,3,3,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE,FALSE,2010-09-24 11:13:07,NA,"{8330C84C-E3CB-45E0-99A3-133519C3A7AD}",2010-09-24 11:13:07,"{8330C84C-E3CB-45E0-99A3-133519C3A7AD}",2010-09-24 11:13:28
"0087AFD0-5791-4753-BB00-C271E5B00921","67B8FF70-D167-4208-B60B-E922CC18C3D8",39357,1,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,0,0,0,0,1,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE,FALSE,2019-08-26 09:26:53,NA,"{A27B3D5E-02FF-4045-90AA-D36F564E01DC}",2019-08-26 09:26:53,"{A27B3D5E-02FF-4045-90AA-D36F564E01DC}",2019-08-26 09:41:12
"008D5D26-22B8-47B4-84CA-B793A1EE0CDB","781EE831-6E0F-4743-A181-76A54CE8A32E",43346,1,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,1,0,0,0,1,1,1,0,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE,FALSE,2018-09-13 10:09:45,NA,"{464BD871-FCE5-4167-A83A-1DF96985D384}",2018-09-13 10:09:45,"{464BD871-FCE5-4167-A83A-1DF96985D384}",2018-09-13 10:09:59
"00949147-69FD-4A67-BB9F-282A3EF72D23","E2F99AE6-AC08-45FE-8DA4-DC3D83B2713C",35283,1,NA,NA,NA,NA,NA,NA,NA,NA,2,1,1,2,1,2,2,0,2,1,0,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE,FALSE,2018-08-01 17:10:43,NA,"{9EFAFE1F-F788-411A-8B74-7396178DC047}",2018-08-01 17:10:43,"{9EFAFE1F-F788-411A-8B74-7396178DC047}",2018-08-01 17:11:09
"009C305B-A57B-4D5E-A42A-2AB6A521CF24","D6A291DE-2330-43D3-99AD-3F425ACB1110",28821,1,NA,NA,NA,NA,NA,NA,NA,NA,0,0,1,0,0,0,0,0,0,1,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE,FALSE,2010-09-27 07:38:44,NA,"{1E30DBBB-8860-48D4-95EC-A8F90A7ED26B}",2010-09-27 07:38:44,"{1E30DBBB-8860-48D4-95EC-A8F90A7ED26B}",2010-09-27 07:38:52
"00B32B71-DEDA-4D7A-9A2A-9C7297DA07BD","7B11EDE4-F47C-4F1E-A2B9-7D313472B2D1",43346,1,NA,NA,NA,NA,NA,NA,NA,NA,0,0,1,0,0,0,0,0,1,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE,FALSE,2015-08-26 10:53:25,NA,"{7B6C4021-3131-495C-AECC-93D5C21C6923}",2015-08-26 10:53:25,"{7B6C4021-3131-495C-AECC-93D5C21C6923}",2015-08-26 11:10:58
"00C40C26-EFB2-49AA-8C06-6E3752727F24","0BFFF79A-3A36-4E20-9DE5-B2A08FBA1DE4",564826,1,NA,NA,NA,NA,NA,NA,NA,NA,1,1,1,0,0,1,0,0,1,0,1,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE,FALSE,2014-08-05 13:39:46,NA,"{797D4AA4-8007-47B4-AA42-7C0E644D1031}",2014-08-05 13:39:46,"{797D4AA4-8007-47B4-AA42-7C0E644D1031}",2014-08-05 14:52:42
"00C754A4-7DB8-4FD2-8629-5B2842C70FEC","BFD38E61-66E6-45FB-8A3B-E9F6ACC740BB",40351,1,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,1,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE,FALSE,2017-08-28 09:38:08,NA,"{6A5059AB-3541-4DA4-A764-3E55025F539C}",2017-08-28 09:38:08,"{6A5059AB-3541-4DA4-A764-3E55025F539C}",2017-08-28 10:10:18
"00CA6736-EAF0-490D-A47E-9E4D23EA5BBF","8A98C802-E0AE-4BC1-9F94-B678C50110F8",40351,1,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,0,0,0,0,0,0,1,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE,FALSE,2013-09-10 09:56:03,NA,"{8330C84C-E3CB-45E0-99A3-133519C3A7AD}",2013-09-10 09:56:03,"{8330C84C-E3CB-45E0-99A3-133519C3A7AD}",2013-09-10 10:03:44
"00D448F2-D847-4BF8-9BBF-81004DEFEE72","47D88539-98A1-48F5-A855-A3AC6691146C",32973,1,NA,NA,NA,NA,NA,NA,NA,NA,0,1,0,0,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE,FALSE,2015-08-12 16:47:13,NA,"{7B6C4021-3131-495C-AECC-93D5C21C6923}",2015-08-12 16:47:13,"{7B6C4021-3131-495C-AECC-93D5C21C6923}",2015-08-12 16:54:43
"00DC91E3-5C2D-4F72-A217-3788DDFC04A5","67E5C34C-BAEE-403A-A448-DBC9A7053DC1",18835,1,NA,NA,NA,NA,NA,NA,NA,NA,1,4,3,2,1,6,3,0,5,7,2,6,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE,FALSE,1900-06-21 00:00:00,NA,NA,2012-07-05 09:58:56,NA,2012-07-05 09:58:56
"00ED458A-903A-414A-9C0B-9EE71168AA9B","6DBAA9B2-7E5A-431D-9D4D-75BA6728DCC5",503655,1,NA,NA,NA,NA,NA,NA,NA,NA,0,0,1,0,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE,FALSE,2018-08-21 14:20:23,NA,"{797D4AA4-8007-47B4-AA42-7C0E644D1031}",2018-08-21 14:20:23,"{797D4AA4-8007-47B4-AA42-7C0E644D1031}",2018-08-21 15:06:45
"00F28B1E-6288-4DA5-9A36-D0422F2B16C5","FC9F43E8-5E75-40D2-9EAD-464DD7B05D05",24848,1,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,1,0,0,0,0,1,1,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE,FALSE,1900-02-11 00:00:00,NA,NA,2012-07-05 09:58:56,NA,2012-07-05 09:58:56
"00FA77D1-AA0A-4D61-9CAF-82F383CD3D32","4ED8311C-59FC-4CD9-86B1-AC722F08A709",40351,1,NA,NA,NA,NA,NA,NA,NA,NA,5,4,5,2,2,0,4,4,1,3,4,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE,FALSE,2013-08-13 09:14:21,NA,"{62E0D274-8315-45F2-9893-1D7ED4D4B455}",2013-08-13 09:14:21,"{62E0D274-8315-45F2-9893-1D7ED4D4B455}",2013-08-13 11:00:17
"01035965-4B28-42E4-99B8-63F010C5E8C6","3FFFA0C2-6267-4F89-ACFC-296210ADD18F",43342,1,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,1,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE,FALSE,2019-09-03 09:17:53,NA,"{85BD76BF-62E9-4003-9462-674AC570ABDD}",2019-09-03 09:17:53,"{85BD76BF-62E9-4003-9462-674AC570ABDD}",2019-09-03 09:54:13
"010798AF-F189-4B42-809C-61485991F19F","8E5C739E-FE2F-41E3-95DA-BB165CF981A3",27947,1,NA,NA,NA,NA,NA,NA,NA,NA,1,1,1,0,0,0,1,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE,FALSE,2019-07-29 08:42:17,NA,"{797D4AA4-8007-47B4-AA42-7C0E644D1031}",2019-07-29 08:42:17,"{797D4AA4-8007-47B4-AA42-7C0E644D1031}",2019-07-29 09:34:41
"010E8777-3EB6-46A4-8351-EFE09224E97C","67E38C6E-DAAC-4C98-81A8-7FE2E47A0D53",28602,1,NA,NA,NA,NA,NA,NA,NA,NA,0,0,1,0,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE,FALSE,2015-09-03 16:36:29,NA,"{7B6C4021-3131-495C-AECC-93D5C21C6923}",2015-09-03 16:36:29,"{7B6C4021-3131-495C-AECC-93D5C21C6923}",2015-09-03 16:38:22
"010EB898-33B5-4378-A74C-DA5B668CF794","1E9E275A-AF21-4637-9DC5-8FAA26A3D7D8",43346,1,NA,NA,NA,NA,NA,NA,NA,NA,0,0,2,1,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE,FALSE,1900-10-04 00:00:00,NA,NA,2012-07-05 09:58:56,NA,2012-07-05 09:58:56
"01140675-4658-43DA-AE68-48EF7B2BBB0C","A096023B-09BC-4748-B1B9-5B563CC858C1",35283,1,NA,NA,NA,NA,NA,NA,NA,NA,1,2,0,0,0,0,0,0,1,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE,FALSE,2018-09-13 12:49:24,NA,"{AF963EC2-E166-4D3E-A508-81D49E604A92}",2018-09-13 12:49:24,"{AF963EC2-E166-4D3E-A508-81D49E604A92}",2018-09-13 12:49:37
"011B4939-2173-4C2B-AB1B-30475ECA06D5","FD568231-69E6-46BF-B61E-19DC15A4D7BD",39357,1,NA,NA,NA,NA,NA,NA,NA,NA,2,0,0,0,1,0,0,2,1,0,0,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE,FALSE,2018-09-13 08:47:37,NA,"{464BD871-FCE5-4167-A83A-1DF96985D384}",2018-09-13 08:47:37,"{464BD871-FCE5-4167-A83A-1DF96985D384}",2018-09-13 08:47:52
"011B5410-E19C-4A59-B9DA-C127555A547E","4C5FAF30-D220-40E0-A489-2C88AEBB6C1B",23615,1,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,1,0,0,2,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE,FALSE,2010-09-20 16:59:18,NA,"{8330C84C-E3CB-45E0-99A3-133519C3A7AD}",2010-09-20 16:59:18,"{8330C84C-E3CB-45E0-99A3-133519C3A7AD}",2010-09-20 16:59:33
"012A0508-4B28-4E3A-BAA6-54518BFCE006","7F1BE38F-092D-48C5-B0ED-5E03D6A7914B",43342,1,NA,NA,NA,NA,NA,NA,NA,NA,1,0,1,0,0,0,0,0,0,1,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE,FALSE,2011-10-04 13:54:20,NA,"{C00EB408-AAB3-4F31-9E83-10944135BE7F}",2011-10-04 13:54:20,"{C00EB408-AAB3-4F31-9E83-10944135BE7F}",2011-10-04 13:55:31
"0133B795-1BD1-4222-B9B0-6CD5BF939BF9","C4FD6906-FE77-46AE-BFD6-32CD3CB53D45",17675,1,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,0,0,0,0,0,0,3,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE,FALSE,2016-07-27 10:14:39,NA,"{797D4AA4-8007-47B4-AA42-7C0E644D1031}",2016-07-27 10:14:39,"{797D4AA4-8007-47B4-AA42-7C0E644D1031}",2016-07-27 10:25:20
"0136B261-5D72-40A7-94F9-1398EB37D215","1A4D4E95-2B11-4205-9DE4-46A4C7262B90",40351,1,NA,NA,NA,NA,NA,NA,NA,NA,0,0,1,0,0,0,1,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE,FALSE,2015-08-04 08:54:45,NA,"{7B6C4021-3131-495C-AECC-93D5C21C6923}",2015-08-04 08:54:45,"{7B6C4021-3131-495C-AECC-93D5C21C6923}",2015-08-04 10:03:14
"0137F2B1-FEF7-4F78-B16D-8C2B97692BE3","5C2DE677-0D8D-4D8D-865B-222F8B3247F4",43346,1,NA,NA,NA,NA,NA,NA,NA,NA,1,0,0,1,0,0,0,0,1,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE,FALSE,2010-09-23 17:15:57,NA,"{1E30DBBB-8860-48D4-95EC-A8F90A7ED26B}",2010-09-23 17:15:57,"{1E30DBBB-8860-48D4-95EC-A8F90A7ED26B}",2010-09-23 17:16:09
"0139E42A-69B3-4542-A671-C2B7E5A2FDD7","93225D9A-94E0-4DFE-96B6-35C30BBF6882",23571,1,NA,NA,NA,NA,NA,NA,NA,NA,3,1,0,0,4,0,2,2,0,3,0,4,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE,FALSE,2012-08-30 08:46:29,NA,"{3AFB956E-C1CB-4CA0-A978-7797985DECF9}",2012-08-30 08:46:29,"{3AFB956E-C1CB-4CA0-A978-7797985DECF9}",2012-08-30 09:37:14
"014743C3-6BB7-4181-98ED-3475821B0CB9","92BBAD13-24B6-4502-92B5-E553909ACEF9",564826,1,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,1,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE,FALSE,2015-09-01 14:16:39,NA,"{7B6C4021-3131-495C-AECC-93D5C21C6923}",2015-09-01 14:16:39,"{7B6C4021-3131-495C-AECC-93D5C21C6923}",2015-09-01 14:41:49
"014D860B-C283-4E28-ABB2-392EF6A6F08A","F0B59613-F867-4BE3-811B-360BD79964C0",40351,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,0,1,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE,FALSE,NA,NA,NA,2012-07-05 09:58:56,NA,2012-07-05 09:58:56
"0151C1C3-67FB-48F0-93FB-9FC5D4ACDB76","B5405FD6-3370-45D1-B2CF-3CF39FFE4142",28602,1,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,0,0,0,0,0,0,0,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE,FALSE,2012-08-02 14:33:09,NA,"{797D4AA4-8007-47B4-AA42-7C0E644D1031}",2012-08-02 14:33:09,"{797D4AA4-8007-47B4-AA42-7C0E644D1031}",2012-08-02 14:40:57
"01617FF8-EF26-4E17-B244-649BD26514F4","2148C62E-A640-490B-90C0-7161CFD8BFCA",32973,1,NA,NA,NA,NA,NA,NA,NA,NA,3,1,2,2,2,1,2,1,2,1,1,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE,FALSE,2016-08-23 08:04:26,NA,"{797D4AA4-8007-47B4-AA42-7C0E644D1031}",2016-08-23 08:04:26,"{797D4AA4-8007-47B4-AA42-7C0E644D1031}",2016-08-23 09:39:21
"0164134A-98EB-4D5A-BDB1-C94FDD16DCD4","E8C693F3-BF8C-4967-85DE-0D2CE07CCF00",43346,1,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,0,1,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE,FALSE,2011-09-06 14:04:23,NA,"{3AFB956E-C1CB-4CA0-A978-7797985DECF9}",2011-09-06 14:04:23,"{3AFB956E-C1CB-4CA0-A978-7797985DECF9}",2011-09-06 14:15:32
"016729AE-42A7-4708-8318-184D8B39361B","CBA5436A-0680-4EF9-80D2-AA306191E4C6",513440,1,NA,NA,NA,NA,NA,NA,NA,NA,0,3,1,0,2,1,0,0,1,0,0,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE,FALSE,2017-09-13 09:38:43,NA,"{797D4AA4-8007-47B4-AA42-7C0E644D1031}",2017-09-13 09:38:43,"{797D4AA4-8007-47B4-AA42-7C0E644D1031}",2017-09-13 10:26:36
"01685034-1A91-4039-9C17-2750790F3019","9A63CC25-C662-485C-BA66-9B7780C33BFA",42525,1,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,0,0,0,0,0,2,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE,FALSE,2018-08-14 14:54:48,NA,"{797D4AA4-8007-47B4-AA42-7C0E644D1031}",2018-08-14 14:54:48,"{797D4AA4-8007-47B4-AA42-7C0E644D1031}",2018-08-14 15:05:10
"016A8F66-5BE3-4D85-96E9-F7667701781B","B39D56D7-A77D-42E4-B22E-52E1DABC6059",23573,1,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,3,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE,FALSE,2017-07-31 08:49:50,NA,"{2AA4EFF4-A80F-4408-8AF3-E3F11968C2A1}",2017-07-31 08:49:50,"{2AA4EFF4-A80F-4408-8AF3-E3F11968C2A1}",2017-07-31 09:28:38
"0170F854-892C-4E0C-AD3A-1900255ACD37","92BBAD13-24B6-4502-92B5-E553909ACEF9",43346,1,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,0,0,1,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE,FALSE,2015-09-01 14:25:50,NA,"{7B6C4021-3131-495C-AECC-93D5C21C6923}",2015-09-01 14:25:50,"{7B6C4021-3131-495C-AECC-93D5C21C6923}",2015-09-01 14:41:56
"017A1312-9D43-4358-B289-23FE49373C6A","8C3E1356-179B-45DA-8649-6081750DB53D",23610,1,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,0,0,0,1,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE,FALSE,2019-08-20 09:06:07,NA,"{797D4AA4-8007-47B4-AA42-7C0E644D1031}",2019-08-20 09:06:07,"{797D4AA4-8007-47B4-AA42-7C0E644D1031}",2019-08-20 09:28:44
"018A6EC0-4CF6-462E-B03B-ABD523A497B0","A096023B-09BC-4748-B1B9-5B563CC858C1",28602,1,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,0,0,0,1,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE,FALSE,2018-09-13 12:51:10,NA,"{AF963EC2-E166-4D3E-A508-81D49E604A92}",2018-09-13 12:51:10,"{AF963EC2-E166-4D3E-A508-81D49E604A92}",2018-09-13 12:51:17
"0190FBF3-1E72-4525-839C-CFCD144EBCDF","18D589E7-EEC7-43F9-94D6-5634D4979A13",42525,1,NA,NA,NA,NA,NA,NA,NA,NA,0,3,1,1,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE,FALSE,2018-08-29 09:28:49,NA,"{91C0C5E8-0D9E-47E1-AA22-FA5B2C407656}",2018-08-29 09:28:49,"{91C0C5E8-0D9E-47E1-AA22-FA5B2C407656}",2018-08-29 10:48:36
