"Event_ID","Stand_Structure_ID","Crown_Closure_ID","Water_Plot","Deer_Browse_Line_ID","Deer_Browse_Line_pre09_ID","Microtopography_ID","Groundstory_Cover_Class_ID","Mid_Understory_Cover_Class_ID","High_Understory_Cover_Class_ID","Lichen_Cover_Class_ID","Non_Vascular_Cover_Class_ID","Forest_Floor_Bare_Soil_Cover_Class_ID","Forest_Floor_Rock_Cover_Class_ID","Forest_Floor_Water_Cover_Class_ID","Forest_Floor_Trampled_Cover_Class_ID","Photographer","Camera_Serial_Number","Photo_Notes","Distance","Angle_up","Angle_down","Tree_1_Number_Codom","Tree_2_Number_Codom","Tree_3_Number_Codom","Tree_1_Number_Inter","Tree_2_Number_Inter","Tree_3_Number_Inter","Height_Tree_1_Codom","Height_Tree_2_Codom","Height_Tree_3_Codom","Height_Tree_1_Inter","Height_Tree_2_Inter","Height_Tree_3_Inter","Stunted_Woodland","Photo_Taken_Plot","Photo_Taken_Microplot","Photo_Taken_ID","Weather","Slope_UC","Slope_BC","Derived_Plot_Slope","Slope_UP","Slope_BR","Slope_BL","Notes","Created_By","Created_Date","Updated_By","Updated_Date"
"0386E054-B355-40C5-B1A4-1A45F8FBD82F",3,5,0,5,NA,1,3,2,3,1,1,1,1,1,1,"{797D4AA4-8007-47B4-AA42-7C0E644D1031}","BHVB17278",NA,NA,NA,NA,1048,1049,1056,1054,1050,NA,39.9000015258789,35.9000015258789,38.4000015258789,24.7999992370605,26.2000007629395,NA,FALSE,TRUE,TRUE,TRUE,"sun",-2.29999995231628,3.29999995231628,2.79999995231628,-2.70000004768372,1,2.70000004768372,"UR micro found at 325 degrees, did not move as rebar and white stake were firmly placed.","{797D4AA4-8007-47B4-AA42-7C0E644D1031}",2019-08-12 09:57:07,"{797D4AA4-8007-47B4-AA42-7C0E644D1031}",2019-08-12 12:17:02
"03A09255-5823-45DE-8477-DDDE5E9098A4",3,5,0,4,NA,1,1,3,5,1,1,1,1,1,1,"{464BD871-FCE5-4167-A83A-1DF96985D384}","0005",NA,NA,NA,NA,10160,14223,10170,10165,NA,NA,39.2000007629395,37.0999984741211,39.5999984741211,28.5,NA,NA,FALSE,TRUE,TRUE,TRUE,"clouds",-2.79999995231628,1.20000004768372,2,-3,2.90000009536743,2,"Based on heighting a previous codominate tree and the loss of another the codominate was changed to include previously dominate trees.","{464BD871-FCE5-4167-A83A-1DF96985D384}",2018-08-20 08:58:43,"{464BD871-FCE5-4167-A83A-1DF96985D384}",2018-08-20 11:32:19
"03A6035E-52C1-43C4-8B7A-A693677A8011",3,5,0,5,NA,1,2,2,3,1,1,1,1,1,1,"{7B6C4021-3131-495C-AECC-93D5C21C6923}","2728103134",NA,NA,NA,NA,2801,2809,2811,2807,NA,NA,22.2999992370605,22.2999992370605,27.2999992370605,21.7000007629395,NA,NA,FALSE,TRUE,TRUE,TRUE,"sun",10.3000001907349,-15.1000003814697,12.7000007629395,9.19999980926514,-11.3999996185303,-9.69999980926514,"One intern on plot. 2018 VAFO REGEN- UR rebar and stake pulled out and laying on the ground. Attempted to reset.2020 crew: please check these stakes and reset as if they were not located.","{7B6C4021-3131-495C-AECC-93D5C21C6923}",2016-07-28 08:40:06,"{797D4AA4-8007-47B4-AA42-7C0E644D1031}",2018-11-13 11:52:34
"042F15BE-703C-4C7D-8811-B9E2C3F227D4",3,4,0,4,NA,1,4,3,5,1,3,2,2,1,2,"{464BD871-FCE5-4167-A83A-1DF96985D384}","0005",NA,NA,NA,NA,14817,14819,14820,14818,16857,NA,23.5,26.2000007629395,23.2999992370605,19.6000003814697,20.5,NA,FALSE,TRUE,TRUE,TRUE,"sun",2.40000009536743,-9.30000019073486,5.85000038146973,2.5,-2.59999990463257,-4.30000019073486,"Reset BL stake.","{797D4AA4-8007-47B4-AA42-7C0E644D1031}",2018-08-15 11:37:11,"{797D4AA4-8007-47B4-AA42-7C0E644D1031}",2018-08-15 15:31:44
"0441C609-E3DD-473E-AD9B-086D684238C1",3,4,0,4,NA,1,3,4,5,1,1,1,1,1,1,"{85BD76BF-62E9-4003-9462-674AC570ABDD}","0007",NA,NA,NA,NA,17320,17324,17319,17318,17322,17341,21.2000007629395,20.2000007629395,18.2000007629395,15.8999996185303,13.1000003814697,12.3000001907349,FALSE,TRUE,TRUE,TRUE,"sun",9.30000019073486,-3.5,6.40000009536743,6.59999990463257,-3,-0.600000023841858,"Seabreeze kills pinus needles. Trees tagged away from camp ground","{7CF1D8A0-4CB5-44EA-A457-1E82542FD34A}",2019-09-10 08:35:06,"{7CF1D8A0-4CB5-44EA-A457-1E82542FD34A}",2019-09-10 12:02:29
"04522595-C667-4DAE-BF98-D9EC888A3D8F",3,5,0,5,NA,0,6,4,3,1,1,1,1,1,2,"{797D4AA4-8007-47B4-AA42-7C0E644D1031}","6826065211",NA,NA,NA,NA,15191,4937,4939,4926,4928,4930,32.7999992370605,34.2000007629395,34,22.8999996185303,16.8999996185303,17.2999992370605,FALSE,TRUE,TRUE,TRUE,"sun",2.90000009536743,-4.5,3.70000004768372,4.59999990463257,-0.600000023841858,-5.19999980926514,"changed orientation from 360 to 37.8.","{797D4AA4-8007-47B4-AA42-7C0E644D1031}",2016-07-28 08:11:17,"{774B2387-747E-4420-9020-69A2F8F0D4E9}",2016-07-28 12:43:15
"0468C07C-6DC6-41EF-AD14-76423966AB11",3,5,0,4,NA,1,2,2,3,1,1,1,1,1,1,"{7B6C4021-3131-495C-AECC-93D5C21C6923}","2728103134",NA,NA,NA,NA,4310,4313,4314,NA,NA,NA,29.2999992370605,33.9000015258789,25.1000003814697,NA,NA,NA,FALSE,TRUE,TRUE,TRUE,"sun",3.70000004768372,-6.40000009536743,5.05000019073486,4.09999990463257,-3.79999995231628,-2,NA,"{7B6C4021-3131-495C-AECC-93D5C21C6923}",2016-08-22 11:02:17,"{7B6C4021-3131-495C-AECC-93D5C21C6923}",2016-08-22 13:08:42
"0493ADA8-EB6E-4B33-9907-30568CB86442",3,4,0,4,NA,0,5,4,4,1,1,1,1,1,1,"{6A5059AB-3541-4DA4-A764-3E55025F539C}","6826065211",NA,NA,NA,NA,11071,11081,11082,NA,NA,NA,27.3999996185303,23.2999992370605,24.3999996185303,NA,NA,NA,FALSE,TRUE,TRUE,TRUE,"sun",1.10000002384186,-3.09999990463257,2.09999990463257,1.20000004768372,-2.09999990463257,-2.70000004768372,NA,"{6A5059AB-3541-4DA4-A764-3E55025F539C}",2017-09-05 11:01:57,"{6A5059AB-3541-4DA4-A764-3E55025F539C}",2017-09-05 13:30:04
"04AC8B04-2BAA-400A-814D-3955A2C77A28",3,3,0,4,NA,0,5,4,4,1,1,1,1,1,1,"{85BD76BF-62E9-4003-9462-674AC570ABDD}","0007",NA,NA,NA,NA,12167,12168,12169,12161,13163,13166,28.3999996185303,33.7999992370605,33,22.6000003814697,19,18.2999992370605,FALSE,TRUE,TRUE,TRUE,"sun",-1.70000004768372,1.70000004768372,1.70000004768372,-1.79999995231628,0.300000011920929,1.10000002384186,"A huge tree fell directly on bottom center microplot so we reset the stake. There is a spraypainted X on the tree where it should be, and the microplot stake was reset offset at 6.5 meters from plot center along the correct azimuth for bottom center micro","{A27B3D5E-02FF-4045-90AA-D36F564E01DC}",2019-08-08 11:18:43,"{A27B3D5E-02FF-4045-90AA-D36F564E01DC}",2019-08-08 13:10:27
"04DDEA87-DB4E-4872-83AE-715B58674701",3,4,0,3,NA,0,4,3,4,1,1,1,1,1,1,"{85BD76BF-62E9-4003-9462-674AC570ABDD}","0007",NA,NA,NA,NA,2007,2010,2023,2014,NA,NA,28.7000007629395,30.7000007629395,30.2000007629395,21.7999992370605,NA,NA,FALSE,TRUE,TRUE,TRUE,"clouds",0.400000005960464,-0.899999976158142,0.649999976158142,1.39999997615814,2,-3.79999995231628,NA,"{85BD76BF-62E9-4003-9462-674AC570ABDD}",2019-08-28 08:21:01,"{85BD76BF-62E9-4003-9462-674AC570ABDD}",2019-08-28 11:37:23
"0516D2B0-B533-4EBC-BBC6-564D66DB8FAE",3,5,0,4,NA,1,2,2,3,1,1,1,1,1,1,"{797D4AA4-8007-47B4-AA42-7C0E644D1031}","6826065211",NA,NA,NA,NA,5878,5890,15992,5880,NA,NA,26.1000003814697,30.7000007629395,29.7999992370605,21,NA,NA,FALSE,TRUE,TRUE,TRUE,"clouds",3.70000004768372,-5.59999990463257,4.65000009536743,4,-3.70000004768372,-5.30000019073486,NA,"{797D4AA4-8007-47B4-AA42-7C0E644D1031}",2017-08-15 11:27:58,"{797D4AA4-8007-47B4-AA42-7C0E644D1031}",2017-08-15 14:17:22
"0535B3EA-7EC6-4B1D-84F8-F9A854B4BB9E",3,5,0,3,NA,0,5,2,3,1,1,1,1,1,1,"{A27B3D5E-02FF-4045-90AA-D36F564E01DC}","BHVB17278",NA,NA,NA,NA,1730,1741,12219,1735,1729,1736,25.7000007629395,27.5,23.1000003814697,15.5,20.8999996185303,17.6000003814697,FALSE,TRUE,TRUE,TRUE,"sun",-10,5.5,7.75,-9,7.19999980926514,1.39999997615814,"Reset rebar at UC.","{797D4AA4-8007-47B4-AA42-7C0E644D1031}",2019-07-17 08:41:06,"{A27B3D5E-02FF-4045-90AA-D36F564E01DC}",2019-07-17 11:19:15
"053A8516-6F9F-4525-A03E-C8E420919B57",3,5,1,NA,0,1,4,3,3,NA,1,1,1,NA,1,"{353252D0-B835-48BC-A821-80E2FA5A55C5}",NA,"Lumix",21.6200008392334,44,-7,NA,NA,NA,NA,NA,NA,23.5,NA,NA,NA,NA,NA,FALSE,FALSE,FALSE,FALSE,"sun",15.6000003814697,-9,12.3000001907349,16,-3.5,-5.19999980926514,"BR stake @ 12 m 135 degrees, BL stake @ 8 m 180 degrees (to avoid placing in water).  Dry slope grades to forested swamp w/ beaver activity.  Box turtle in plot; older male (per BW).",NA,2012-06-14 11:52:21,NA,2012-06-14 11:52:21
"05C0CE52-28B7-47CA-BF74-BB3F672DF6B2",3,4,0,5,NA,0,1,4,4,1,1,1,1,1,1,"{797D4AA4-8007-47B4-AA42-7C0E644D1031}","2728103134",NA,NA,NA,NA,1967,1969,1962,1953,1957,1955,31.3999996185303,30.3999996185303,27.2000007629395,22.6000003814697,25.7000007629395,23.5,FALSE,TRUE,TRUE,TRUE,"sun",-1.5,0,0.75,-1.5,2.29999995231628,-2.5,"Changed plot orientation from 360 to 7.","{797D4AA4-8007-47B4-AA42-7C0E644D1031}",2015-08-25 09:55:21,"{797D4AA4-8007-47B4-AA42-7C0E644D1031}",2015-08-25 14:04:56
"05DAA203-EC3A-4D79-853A-B3E5962A54D4",3,5,0,NA,0,1,3,3,3,NA,6,1,1,NA,1,NA,"0003",NA,17.7999992370605,55,2,NA,NA,NA,NA,NA,NA,26.07373046875,NA,NA,NA,NA,NA,FALSE,FALSE,FALSE,FALSE,"clouds",6.69999980926514,-5.30000019073486,6,5.30000019073486,-5.09999990463257,1.60000002384186," Club moss in understory.  NYSSYL possibly confused w/ OXYARB.",NA,2012-06-14 11:52:21,NA,2012-06-14 11:52:21
"05E38C88-3661-448A-A180-25C8A32703C8",NA,NA,5,NA,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,FALSE,FALSE,FALSE,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA,2012-06-14 11:52:21,NA,2012-06-14 11:52:21
"05EB3085-A85A-445F-883C-7AE97674DCC6",3,3,1,5,NA,0,6,3,4,1,1,1,1,1,1,"{5A7BD13B-5DD4-4307-8E95-999816FF0DD4}","6826065211",NA,NA,NA,NA,10945,10948,NA,10946,NA,NA,37.7999992370605,35.7000007629395,NA,30,NA,NA,FALSE,TRUE,TRUE,TRUE,"clouds",2.20000004768372,-4.40000009536743,3.30000019073486,2.20000004768372,-4,-2.59999990463257,NA,"{F258BACD-1019-4380-8A75-7DAA42F15754}",2014-09-16 08:56:09,"{797D4AA4-8007-47B4-AA42-7C0E644D1031}",2017-02-23 15:12:51
"06575C31-1D1D-4750-A04A-B6C1F8D15D28",3,5,0,4,NA,0,3,3,4,1,1,1,1,1,1,"{2AA4EFF4-A80F-4408-8AF3-E3F11968C2A1}","6826065211",NA,NA,NA,NA,10613,10625,15503,10624,10635,15501,28.8999996185303,30.2999992370605,31.7000007629395,21.7000007629395,22.6000003814697,20.8999996185303,FALSE,TRUE,TRUE,TRUE,"clouds",2.40000009536743,-4.69999980926514,3.54999995231628,2.09999990463257,-4.30000019073486,-2.5,NA,"{2AA4EFF4-A80F-4408-8AF3-E3F11968C2A1}",2017-08-21 08:20:29,"{2AA4EFF4-A80F-4408-8AF3-E3F11968C2A1}",2017-08-21 11:13:08
"066A10B5-86DF-4A88-9628-6D5D153DBDFE",3,5,0,3,NA,0,4,5,6,1,1,1,1,1,1,"{5A7BD13B-5DD4-4307-8E95-999816FF0DD4}","2728103134",NA,NA,NA,NA,14825,14831,14837,14836,NA,NA,33.5,36.2999992370605,36.9000015258789,31.7999992370605,NA,NA,FALSE,TRUE,TRUE,TRUE,"sun",1.60000002384186,-0.300000011920929,0.950000047683716,1.79999995231628,3.59999990463257,NA,"Missing BL CWD slope: temporarily missing. Fill in with 2018 value.20170301 CES","{797D4AA4-8007-47B4-AA42-7C0E644D1031}",2014-08-11 08:52:37,"{797D4AA4-8007-47B4-AA42-7C0E644D1031}",2017-03-01 16:04:44
"06B55527-C187-4382-A48F-5490E4EBC7C1",3,5,5,3,NA,1,5,4,4,1,1,1,1,3,1,"{7CF1D8A0-4CB5-44EA-A457-1E82542FD34A}","BHVB17278",NA,NA,NA,NA,749,765,792,782,762,764,31.2999992370605,32.2999992370605,28.8999996185303,20.7000007629395,23.5,26.2999992370605,FALSE,TRUE,TRUE,TRUE,"sun",2.20000004768372,-0.100000001490116,1.14999997615814,2.20000004768372,-1.29999995231628,-0.100000001490116,"stream running through plot this year. boots needed.","{7CF1D8A0-4CB5-44EA-A457-1E82542FD34A}",2019-08-19 09:20:23,"{7CF1D8A0-4CB5-44EA-A457-1E82542FD34A}",2019-08-19 12:37:55
"06FDB1BB-1BFC-4842-9C2C-FF21A1C13FD7",3,2,0,3,NA,1,6,6,5,1,2,2,2,1,1,"{8330C84C-E3CB-45E0-99A3-133519C3A7AD}","6826065211",NA,NA,NA,NA,13470,NA,NA,6575,NA,NA,39.5,NA,NA,33.5,NA,NA,FALSE,TRUE,TRUE,TRUE,"sun",4.90000009536743,-6.19999980926514,5.55000019073486,5.59999990463257,-4.69999980926514,-3.79999995231628,NA,"{8330C84C-E3CB-45E0-99A3-133519C3A7AD}",2013-07-30 08:14:18,"{8330C84C-E3CB-45E0-99A3-133519C3A7AD}",2013-07-30 12:10:42
"070A8462-C038-4F51-AC07-144758E02BEA",3,4,4,4,NA,1,3,5,5,1,1,2,1,1,2,"{7CF1D8A0-4CB5-44EA-A457-1E82542FD34A}","BHVB17278",NA,NA,NA,NA,17050,13105,13113,13104,13106,13108,36.4000015258789,34.7999992370605,32.9000015258789,23.6000003814697,22.7000007629395,28.7999992370605,FALSE,TRUE,TRUE,TRUE,"sun",11.8999996185303,-10.8000001907349,11.3500003814697,9.69999980926514,-7.59999990463257,-7.40000009536743,NA,"{797D4AA4-8007-47B4-AA42-7C0E644D1031}",2019-08-07 12:47:44,"{797D4AA4-8007-47B4-AA42-7C0E644D1031}",2019-08-09 16:50:38
"074CA4F7-E0A4-4C14-A931-7CAF44AF1428",3,4,0,4,NA,0,7,5,3,1,1,1,1,1,1,"{2AA4EFF4-A80F-4408-8AF3-E3F11968C2A1}","0005",NA,NA,NA,NA,6712,6713,6725,6716,6723,6724,23.3999996185303,21.3999996185303,22.6000003814697,17.2999992370605,19.6000003814697,19.5,FALSE,TRUE,TRUE,TRUE,"sun",6.30000019073486,-4,5.15000009536743,6.09999990463257,-3.29999995231628,-1.60000002384186,NA,"{6A5059AB-3541-4DA4-A764-3E55025F539C}",2017-08-02 08:22:15,"{6A5059AB-3541-4DA4-A764-3E55025F539C}",2017-08-02 10:41:43
"07668B77-6BC6-4DC7-81D1-43DC561AA4A1",3,5,1,4,NA,1,4,3,3,1,1,2,2,2,1,"{797D4AA4-8007-47B4-AA42-7C0E644D1031}","BHVB17280",NA,NA,NA,NA,NA,NA,NA,10228,10232,NA,NA,NA,NA,23,25.7999992370605,NA,FALSE,TRUE,TRUE,TRUE,"clouds",13.3000001907349,-6.80000019073486,10.0500001907349,15.3000001907349,-5.90000009536743,-3.79999995231628,"Spice bush decline: at least 3 or 4 dead individuals dead (at least 1/4 or 1/2 dead of total spice bush on plot, unsure how much there was previously). Still 4 individuals still alive but each has 20 to 75 % leaf loss. however it is late in the season. Asimina triloba also seems in poor health. Many individuals have necrotic wilted leaves. Do see many small green caterpillars near necrotic leaves. One Fraxinus died since last sampling, however, unsure if due to EAB. No other ash alive or dead in the immediate area.","{797D4AA4-8007-47B4-AA42-7C0E644D1031}",2018-09-12 08:51:41,"{797D4AA4-8007-47B4-AA42-7C0E644D1031}",2018-09-12 11:14:15
"086C626A-9E3C-4F04-B821-F63393CF5E5C",3,5,0,4,NA,9,2,3,5,1,1,1,1,1,1,"{464BD871-FCE5-4167-A83A-1DF96985D384}","0005",NA,NA,NA,NA,14825,14831,14837,14834,NA,NA,34.2999992370605,27.1000003814697,31.7999992370605,25.6000003814697,NA,NA,FALSE,TRUE,TRUE,TRUE,"sun",1.5,0,0.75,2.20000004768372,4,2.09999990463257,NA,"{464BD871-FCE5-4167-A83A-1DF96985D384}",2018-08-14 10:45:40,"{464BD871-FCE5-4167-A83A-1DF96985D384}",2018-08-14 13:27:05
"086CFD75-6501-4BF5-AC05-89979A5CC8ED",3,5,0,5,NA,0,2,3,4,1,1,1,1,1,1,"{2AA4EFF4-A80F-4408-8AF3-E3F11968C2A1}","6826065211",NA,NA,NA,NA,6882,6884,8531,6880,6898,6896,31.7000007629395,25.6000003814697,32.7999992370605,24.3999996185303,23.1000003814697,24.1000003814697,FALSE,TRUE,TRUE,TRUE,"clouds",-2.70000004768372,2,2.34999990463257,-2.20000004768372,0.5,0.899999976158142,NA,"{F6CEB8C1-5112-4897-BA31-ACA72F50C22F}",2017-08-14 14:36:22,"{F6CEB8C1-5112-4897-BA31-ACA72F50C22F}",2017-08-14 15:52:38
"0872AED3-BF3C-454A-B22A-D69C43108F6C",3,5,0,4,NA,0,7,5,2,1,1,1,1,1,1,"{7B6C4021-3131-495C-AECC-93D5C21C6923}","6826065211",NA,NA,NA,NA,11694,11695,11613,11687,11615,NA,35.0999984741211,31,32.0999984741211,22.6000003814697,22.7999992370605,NA,FALSE,TRUE,TRUE,TRUE,"clouds",1,0,0.5,0,0,-0.300000011920929,NA,"{797D4AA4-8007-47B4-AA42-7C0E644D1031}",2015-08-19 09:05:12,"{797D4AA4-8007-47B4-AA42-7C0E644D1031}",2015-08-19 10:26:49
"088A2393-1F9A-4C2B-910B-1AE37A16DF73",3,3,0,5,NA,0,3,4,5,1,1,1,1,1,1,"{5A7BD13B-5DD4-4307-8E95-999816FF0DD4}","2728103134",NA,NA,NA,NA,8331,14935,NA,NA,NA,NA,36.0999984741211,31.2999992370605,NA,NA,NA,NA,FALSE,TRUE,TRUE,TRUE,"sun",0.800000011920929,-1.39999997615814,1.10000002384186,1.10000002384186,-2.90000009536743,-1,NA,"{797D4AA4-8007-47B4-AA42-7C0E644D1031}",2014-08-21 10:36:31,"{5A7BD13B-5DD4-4307-8E95-999816FF0DD4}",2014-09-16 14:21:34
"08C8AA6E-5A39-484B-B2EF-7C46AA79D38E",NA,4,NA,NA,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,NA,NA,NA,NA,NA,NA,30,NA,NA,NA,NA,NA,FALSE,FALSE,FALSE,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA,2012-06-14 11:52:21,NA,2012-06-14 11:52:21
