"","Plot_Additional_Species_ID","Event_ID","Location_ID","TSN","Confidence_ID","Collected","Notes","TimeStamp","Created_By","Created_Date","Updated_By","Updated_Date"
"32","01F2D23A-6B3A-4E95-942F-E279F717A759","6813D979-DAB8-4B8E-B3CC-56CEE25CADF8","E8EF4366-F31C-4E6B-A8BE-6D8CC0C96B16",28606,1,FALSE,NA,2017-09-06 08:01:00,"{6A5059AB-3541-4DA4-A764-3E55025F539C}",2017-09-06 08:01:00,"{6A5059AB-3541-4DA4-A764-3E55025F539C}",2017-09-06 08:01:03
"33","01F3BAC9-BC59-4288-8141-E808A50E17D4","2AB5134C-3015-414A-85A7-B2B1E274AE09","B7022CDD-E4FC-4C3F-AF67-4D812B48C3A3",25017,1,FALSE,NA,2011-08-04 15:43:18,"{3AFB956E-C1CB-4CA0-A978-7797985DECF9}",2011-08-04 15:43:18,"{3AFB956E-C1CB-4CA0-A978-7797985DECF9}",2011-08-04 15:43:54
"34","0202C83D-BDC7-4292-B159-A6DB99C28BBC","06B55527-C187-4382-A48F-5490E4EBC7C1","26AB0266-5554-4418-9C3E-0C0655260F86",506068,1,FALSE,NA,2019-08-19 11:01:50,"{7CF1D8A0-4CB5-44EA-A457-1E82542FD34A}",2019-08-19 11:01:50,"{7CF1D8A0-4CB5-44EA-A457-1E82542FD34A}",2019-08-19 11:01:52
"35","0203106B-FD6F-4195-B62A-A1962D45B0DA","51E39AC9-C151-42B6-9210-BC1FA12B0F1B","1D1C1A8B-483D-480F-9A3B-AB59888268BA",28602,1,FALSE,NA,2018-07-30 09:23:35,"{464BD871-FCE5-4167-A83A-1DF96985D384}",2018-07-30 09:23:35,"{464BD871-FCE5-4167-A83A-1DF96985D384}",2018-07-30 09:23:37
"36","02054C28-5417-44CA-81F0-ED2C0BCD66FE","4F9E2B96-7C11-46A3-ADEB-2DB3F3DEFF2D","62E1451C-D2ED-48D6-9D6C-BAFC019C3D2D",503655,1,FALSE,NA,2018-09-05 15:33:00,"{464BD871-FCE5-4167-A83A-1DF96985D384}",2018-09-05 15:33:00,"{464BD871-FCE5-4167-A83A-1DF96985D384}",2018-09-05 15:33:02
"37","021D3954-FD9A-4397-9C88-D0131B73A1A6","B6CCBECE-4981-4630-B843-C333D087C0E8","A5E7C40A-212A-4625-81BC-892195B36607",28821,1,FALSE,NA,2014-09-02 12:33:40,"{5A7BD13B-5DD4-4307-8E95-999816FF0DD4}",2014-09-02 12:33:40,"{5A7BD13B-5DD4-4307-8E95-999816FF0DD4}",2014-09-02 12:35:10
"38","02263953-1169-436C-A062-B11F4CB00F9B","DED05CB7-6340-4E9B-A87D-D1DAC75A8236","6E1402D0-2673-41C7-8D19-375C469BE291",17261,1,FALSE,NA,2019-09-04 09:54:00,"{A27B3D5E-02FF-4045-90AA-D36F564E01DC}",2019-09-04 09:54:00,"{A27B3D5E-02FF-4045-90AA-D36F564E01DC}",2019-09-04 09:54:04
"39","02294D5C-1B8B-47CF-A413-007FCE663A81","3BFE621E-75D2-464C-879F-0ED9629D64B8","E2434728-8768-46D7-ACFC-A67EDDF91B17",28821,1,FALSE,NA,2017-09-06 08:45:55,"{6A5059AB-3541-4DA4-A764-3E55025F539C}",2017-09-06 08:45:56,"{6A5059AB-3541-4DA4-A764-3E55025F539C}",2017-09-06 08:45:57
"40","023036B4-A144-494B-A713-8FEEB4CB0ED7","217F72FA-E5FA-4BE8-A89E-32334D251637","1F5A5B99-D209-4D9E-94BB-580B3788EE12",18086,1,FALSE,NA,2019-08-09 13:31:55,"{85BD76BF-62E9-4003-9462-674AC570ABDD}",2019-08-09 13:31:55,"{85BD76BF-62E9-4003-9462-674AC570ABDD}",2019-08-09 13:31:57
"41","0244700A-2D9D-465A-90A9-E282EBD15925","9C30FE46-C95B-499D-9011-923CE929C2BB","F0AFDEF7-DB80-45CF-8BA9-A0AA2774B5E8",17675,1,FALSE,NA,1900-01-05 00:00:00,NA,2012-07-05 09:44:45,NA,2012-07-05 09:44:45
"42","024F1EB3-0636-4181-9C70-A5F00AB986A4","C03B96F1-7CA4-4603-95B0-43E34F80D587","EE3F9322-9CE0-40A5-B5FE-6790DC6137A4",19048,1,FALSE,NA,2019-08-13 14:08:34,"{797D4AA4-8007-47B4-AA42-7C0E644D1031}",2019-08-13 14:08:34,"{797D4AA4-8007-47B4-AA42-7C0E644D1031}",2019-08-13 14:08:36
"43","0251DDD9-533D-491A-B4B7-86377E18C550","A7E3E0AA-4073-475B-8485-3C8A0EAF8B6C","78C6C6C3-ED88-4107-A815-E057516A7BE4",23855,1,FALSE,NA,2019-09-16 13:37:17,"{85C1E403-008D-4605-B678-10F278B8E16E}",2019-09-16 13:37:17,"{85C1E403-008D-4605-B678-10F278B8E16E}",2019-09-16 13:40:54
"44","025E51CF-92DC-4F07-BFD8-F2FA8CD09658","AFB4CE45-0747-4C9D-861A-7A3A50958F51","567936CC-1EB7-402E-A9AE-BF91B0ECD394",564826,1,FALSE,NA,2015-08-10 13:38:09,"{26055776-267F-44A2-BD5D-90736C831915}",2015-08-10 13:38:10,"{26055776-267F-44A2-BD5D-90736C831915}",2015-08-10 13:38:25
"45","02620CE5-2CC4-4AAB-8CE4-EDC33014B7D0","AAE83F33-F5E7-48C6-B534-A76689CB8292","FA83D02B-5E7D-48C3-9D32-8FAC7F25C629",27950,1,FALSE,NA,2019-07-29 15:31:17,"{7CF1D8A0-4CB5-44EA-A457-1E82542FD34A}",2019-07-29 15:31:17,"{7CF1D8A0-4CB5-44EA-A457-1E82542FD34A}",2019-07-29 15:33:28
"46","0264E111-0372-4BE2-80B8-08CDBDEC9D2F","19855D70-DEE9-47BA-B623-2DAA0C736CB4","E3FF7DC1-7A22-41B1-8688-9D433BCCF9F6",43342,1,FALSE,NA,2012-09-24 12:55:02,"{797D4AA4-8007-47B4-AA42-7C0E644D1031}",2012-09-24 12:55:02,"{797D4AA4-8007-47B4-AA42-7C0E644D1031}",2012-09-24 12:55:24
"47","026B0A1C-CF71-4166-97DC-D21FEB0AE3A0","086CFD75-6501-4BF5-AC05-89979A5CC8ED","9E9FBE8E-7CD7-4226-B3D2-4DF1D5062493",43340,1,FALSE,NA,2017-09-06 07:45:03,"{6A5059AB-3541-4DA4-A764-3E55025F539C}",2017-09-06 07:45:03,"{6A5059AB-3541-4DA4-A764-3E55025F539C}",2017-09-06 07:45:18
"48","028C3229-508E-43E8-BEAF-1F630559466D","81FFCF8F-9C36-4A3A-B053-83CDE5D57DF1","C55DCD6C-EB0E-44D9-A8AF-27F9A3E14372",23571,1,FALSE,NA,2010-09-22 13:36:18,"{501A76CE-EBF1-4C9C-84CE-9054EF60994B}",2010-09-22 13:36:18,"{501A76CE-EBF1-4C9C-84CE-9054EF60994B}",2010-09-22 13:36:24
"49","029EF161-724B-4E8A-8F06-B8DD065D00C1","85326753-2956-47F2-96A4-54359A68DE9C","EE96C8E0-4FE9-49B5-B880-70E0AB792DD2",39357,1,FALSE,NA,2019-08-14 08:58:23,"{A27B3D5E-02FF-4045-90AA-D36F564E01DC}",2019-08-14 08:58:23,"{A27B3D5E-02FF-4045-90AA-D36F564E01DC}",2019-08-14 08:58:23
"50","02A1C5DC-6FE1-4BD1-BDEB-7B0E1D72952C","89BC431D-5147-464B-BE96-6C629B58526A","24C288EA-F251-44D0-9F5D-1827A3F95D89",28602,1,FALSE,NA,2018-09-13 13:13:13,"{AF963EC2-E166-4D3E-A508-81D49E604A92}",2018-09-13 13:13:13,"{AF963EC2-E166-4D3E-A508-81D49E604A92}",2018-09-13 13:13:15
"51","02A70D27-57DE-4C60-A4DD-783CE846C9CB","94A84700-A349-4F76-814B-8E74AE4F05BD","DADF1B24-149F-4151-95B4-E2E3B0E53780",23571,1,FALSE,NA,2013-09-10 15:35:18,"{8330C84C-E3CB-45E0-99A3-133519C3A7AD}",2013-09-10 15:35:18,"{8330C84C-E3CB-45E0-99A3-133519C3A7AD}",2013-09-10 15:36:12
"52","02A7D058-9A7B-4A06-B234-5575ED990B09","63B18BCA-111A-428F-8C46-88E0B538C630","76C270DA-52D0-4D41-A22A-B098DA85DBD9",503829,1,FALSE,NA,2016-09-06 09:11:10,"{797D4AA4-8007-47B4-AA42-7C0E644D1031}",2016-09-06 09:11:10,"{797D4AA4-8007-47B4-AA42-7C0E644D1031}",2016-09-06 09:11:11
"53","02AE61E2-FA8D-43E0-8018-BA14DB679E85","80D20B20-8043-4CC3-9208-9C67AFDCA36D","3E1C02BA-E90E-4107-869C-BC44AAD2D70C",32931,1,FALSE,NA,2019-07-16 16:53:19,"{F6CEB8C1-5112-4897-BA31-ACA72F50C22F}",2019-07-16 16:53:19,"{F6CEB8C1-5112-4897-BA31-ACA72F50C22F}",2019-07-16 16:53:27
"54","02AFD9E7-09FE-4369-8654-D838144865CB","A5FE927F-B73F-479A-B651-71CF93E3D8C1","11C52685-9163-4320-B307-835FA629C870",30238,1,FALSE,NA,2013-08-05 15:08:17,"{8330C84C-E3CB-45E0-99A3-133519C3A7AD}",2013-08-05 15:08:17,"{8330C84C-E3CB-45E0-99A3-133519C3A7AD}",2013-08-05 15:09:46
"55","02BCF596-359A-4BF9-9FE9-630C1F994301","D9D21E10-4898-4230-83B9-3C413DD27790","4EBF762B-1E58-4ABB-AA59-6D4E2E4EBE4B",28602,1,FALSE,NA,2019-09-03 17:51:28,"{85BD76BF-62E9-4003-9462-674AC570ABDD}",2019-09-03 17:51:28,"{85BD76BF-62E9-4003-9462-674AC570ABDD}",2019-09-03 17:51:32
"56","02C5BB82-EA48-4A0A-98FF-38181F240E6B","85326753-2956-47F2-96A4-54359A68DE9C","EE96C8E0-4FE9-49B5-B880-70E0AB792DD2",42963,1,FALSE,NA,2019-08-14 09:02:15,"{A27B3D5E-02FF-4045-90AA-D36F564E01DC}",2019-08-14 09:02:15,"{A27B3D5E-02FF-4045-90AA-D36F564E01DC}",2019-08-14 09:02:16
"57","02E4EBD3-04B3-400D-BB7E-4CB915AF4EB2","BC367DAC-783F-4AE2-86D6-2244CFA2909C","DEBEB9B5-6637-4CC7-AB03-9BD4918EB2B8",40351,1,FALSE,NA,2017-09-06 11:31:48,"{2AA4EFF4-A80F-4408-8AF3-E3F11968C2A1}",2017-09-06 11:31:48,"{2AA4EFF4-A80F-4408-8AF3-E3F11968C2A1}",2017-09-06 11:31:51
"58","02E54E4B-0329-4A9B-82FA-0F3D166493B6","CFB5B6F1-6C4F-420A-AF71-055D47D44B20","567936CC-1EB7-402E-A9AE-BF91B0ECD394",28821,1,FALSE,NA,2011-10-04 07:20:00,"{3AFB956E-C1CB-4CA0-A978-7797985DECF9}",2011-10-04 07:20:00,"{3AFB956E-C1CB-4CA0-A978-7797985DECF9}",2011-10-04 07:20:25
"59","02F4387C-5F57-4855-AFAA-C5A9A16A39D8","516C7DAE-DB40-4126-AD69-4D4FCA8FAE65","AF8AD968-0971-4FB1-8E8D-E8B6238B5B78",503655,1,FALSE,NA,2011-09-09 08:02:06,"{3AFB956E-C1CB-4CA0-A978-7797985DECF9}",2011-09-09 08:02:06,"{3AFB956E-C1CB-4CA0-A978-7797985DECF9}",2011-09-09 08:02:11
"60","02F71F71-E0E6-4492-9369-4B482BD7DED4","0C86DDEF-735B-4A58-862C-65D7A663F4C9","15004FAD-C515-410E-84A1-968D618A4DB1",28821,1,FALSE,NA,2014-08-18 09:07:42,"{797D4AA4-8007-47B4-AA42-7C0E644D1031}",2014-08-18 09:07:42,"{797D4AA4-8007-47B4-AA42-7C0E644D1031}",2014-08-18 09:07:44
"61","0301BCF8-1ED1-4620-BA35-89FA9B0194D9","E13B1BD8-B550-4120-A8F1-FE611E30C9D0","A01ABF7E-FAC8-4393-AAB2-906DF75A6FA2",23454,1,FALSE,NA,2019-09-05 17:00:06,"{7CF1D8A0-4CB5-44EA-A457-1E82542FD34A}",2019-09-05 17:00:06,"{7CF1D8A0-4CB5-44EA-A457-1E82542FD34A}",2019-09-05 17:00:16
"62","030CC81C-0E03-4840-AF3F-D7F953FFA054","34435459-56A8-4253-98DF-0C1427A0E49B","019577B0-4BDD-4300-A981-6DAB6E0BD932",28606,1,FALSE,NA,2012-08-21 13:23:56,"{797D4AA4-8007-47B4-AA42-7C0E644D1031}",2012-08-21 13:23:56,"{797D4AA4-8007-47B4-AA42-7C0E644D1031}",2012-08-21 13:23:59
"63","030E76F5-8BFD-4C31-AE32-D1BCA2C94A63","BD473950-9DA6-42DC-AE8F-A682303409BB","E2E3DEB9-F6F6-4938-BE7E-B5DEE56549CF",17261,1,FALSE,NA,2014-08-07 11:14:38,"{F258BACD-1019-4380-8A75-7DAA42F15754}",2014-08-07 11:14:38,"{F258BACD-1019-4380-8A75-7DAA42F15754}",2014-08-07 11:14:43
"64","030EECD9-7036-4BBB-A667-BFF468B0FD3E","90186958-668C-4C50-8855-19B34918BFBC","766A0A45-0091-4C4F-9F9E-DE81040811A2",43397,1,FALSE,NA,2017-08-24 15:35:19,"{797D4AA4-8007-47B4-AA42-7C0E644D1031}",2017-08-24 15:35:19,"{797D4AA4-8007-47B4-AA42-7C0E644D1031}",2017-08-24 15:35:20
"65","031788FD-01AF-48D5-AAD7-4F460BF2A0D1","DC68E8F9-0706-4F30-802C-B12D3BBC50D6","C8EEFE8F-C78C-4ABF-83D5-C480CE9D959A",43110,1,FALSE,NA,2016-08-18 16:20:50,"{797D4AA4-8007-47B4-AA42-7C0E644D1031}",2016-08-18 16:20:50,"{797D4AA4-8007-47B4-AA42-7C0E644D1031}",2016-08-18 16:20:53
"66","031EBD61-2BE2-4DB6-9533-F560CF7B0CA8","5EBF291C-6599-4FB9-9133-331106E2A97F","00B7A434-AF4E-4A8B-8FD1-BBDD35B4D85D",24854,1,FALSE,NA,2019-07-23 15:14:29,"{A27B3D5E-02FF-4045-90AA-D36F564E01DC}",2019-07-23 15:14:29,"{A27B3D5E-02FF-4045-90AA-D36F564E01DC}",2019-07-23 15:15:09
"67","033A339E-9C90-4A71-8A7A-4EBF4DE54272","3273D268-CD7A-4669-958A-4F45DCAA4955","DC8A351D-9D03-49D2-8005-ABF1E302D712",17675,1,FALSE,NA,1900-03-20 00:00:00,NA,2012-07-05 09:44:45,NA,2012-07-05 09:44:45
"68","033AA208-E898-4F25-87F8-25C33DC5ACFC","9436C1DB-9408-4E27-B8C8-62FECF575F72","766A0A45-0091-4C4F-9F9E-DE81040811A2",503829,1,FALSE,NA,2013-08-19 16:36:23,"{62E0D274-8315-45F2-9893-1D7ED4D4B455}",2013-08-19 16:36:23,"{62E0D274-8315-45F2-9893-1D7ED4D4B455}",2013-08-19 16:36:55
"69","0359CD64-765A-4D8B-A231-3337B240F2AF","BA6D976B-1F50-4B9A-A313-76115A177E2B","A5E7C40A-212A-4625-81BC-892195B36607",23573,1,FALSE,NA,2018-08-22 10:15:02,"{797D4AA4-8007-47B4-AA42-7C0E644D1031}",2018-08-22 10:15:02,"{797D4AA4-8007-47B4-AA42-7C0E644D1031}",2018-08-22 10:15:14
