"Quadrat_Character_Data_ID","Event_ID","Quadrat_ID","A2","A5","A8","AA","B2","B5","B8","BB","C2","C5","C8","CC","UC","UL","ML","BL","BC","BR","MR","UR","UP3","UP7","UP11","BR3","BR7","BR11","BL3","BL7","BL11","Created_By","Created_Date","Updated_By","Updated_Date"
"003A4E63-7312-4BF9-80E6-64626841B0B9","FD03C3B9-E727-407F-B190-69AC5D6E8848",7,1,0,0,2,1,3,2,2,1,0,2,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"{1E30DBBB-8860-48D4-95EC-A8F90A7ED26B}",2010-08-30 16:35:07,"{1E30DBBB-8860-48D4-95EC-A8F90A7ED26B}",2010-08-31 17:29:41
"003AB9E5-D5A2-4317-8AC3-BF1E2875D623","D7CF123E-213E-4A09-9DAD-7F28A5A29D91",8,1,1,0,2,3,3,1,1,2,1,1,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"{797D4AA4-8007-47B4-AA42-7C0E644D1031}",2017-08-16 08:18:20,"{797D4AA4-8007-47B4-AA42-7C0E644D1031}",2017-08-16 09:02:46
"003D2C34-34BF-4A23-A949-7376E0ABBFB7","0955C98D-6681-4744-BD1C-585257FAF1A7",2,4,2,1,1,0,0,0,0,0,1,1,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"{797D4AA4-8007-47B4-AA42-7C0E644D1031}",2013-07-31 13:07:08,"{797D4AA4-8007-47B4-AA42-7C0E644D1031}",2013-07-31 15:49:22
"004C833A-5E69-4574-8B8F-2CC751417213","D8C1D0B9-BC3C-4B03-A187-36D36920768A",5,0,0,4,0,0,0,0,0,0,0,0,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2012-07-05 09:38:06,"7/5/2012 9:38:06 AM",2012-07-05 09:38:06
"004D4662-82C4-4396-BD5E-7B9197BA2DDD","C9D97514-584D-463A-B410-A8AA674A8883",5,0,0,5,4,1,0,1,3,5,0,6,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"{91C0C5E8-0D9E-47E1-AA22-FA5B2C407656}",2018-09-06 09:25:17,"{464BD871-FCE5-4167-A83A-1DF96985D384}",2018-09-13 08:02:20
"00525EDC-72A7-437D-954E-1BC643C1A64C","76DBBDEC-D32F-4243-8F84-D57B9831DA10",2,1,1,1,4,0,1,0,2,1,4,2,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"{F6CEB8C1-5112-4897-BA31-ACA72F50C22F}",2018-07-25 13:11:49,"{F6CEB8C1-5112-4897-BA31-ACA72F50C22F}",2018-07-25 14:53:05
"0053EEC9-216F-40B9-AE9A-DDEB398A6B86","B7A340EA-5924-46EA-896D-C5A0CAAD6217",8,0,0,1,0,0,1,0,1,0,0,1,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"{797D4AA4-8007-47B4-AA42-7C0E644D1031}",2016-08-03 13:28:34,"{797D4AA4-8007-47B4-AA42-7C0E644D1031}",2016-08-03 15:26:57
"005B50F3-CD33-4338-810E-9491F3DBAADC","CFB5B6F1-6C4F-420A-AF71-055D47D44B20",2,0,0,0,0,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"{3AFB956E-C1CB-4CA0-A978-7797985DECF9}",2011-10-03 15:32:08,"{3AFB956E-C1CB-4CA0-A978-7797985DECF9}",2011-10-04 07:13:55
"006146FB-CE22-4FBB-A044-E25613B5B49A","F37B676A-6D59-4F7A-8989-C1386368FB04",2,0,0,0,0,0,0,0,0,0,0,0,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"{8330C84C-E3CB-45E0-99A3-133519C3A7AD}",2011-09-01 16:35:58,"{8330C84C-E3CB-45E0-99A3-133519C3A7AD}",2011-09-07 11:23:44
"00618E55-46BC-4882-AA3D-9792E91965A4","6911AC39-1EE7-491B-8F3A-75C1CA91CA93",7,2,1,0,1,1,0,0,0,0,0,2,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"{7B6C4021-3131-495C-AECC-93D5C21C6923}",2016-08-23 11:13:26,"{7B6C4021-3131-495C-AECC-93D5C21C6923}",2016-08-23 12:06:36
"006FD04B-923D-4941-B6FF-AED5133D9B86","6B7A24D6-8D3D-4F5D-8AB6-24F6012F321D",9,0,0,0,0,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"{797D4AA4-8007-47B4-AA42-7C0E644D1031}",2014-09-10 14:18:00,"{797D4AA4-8007-47B4-AA42-7C0E644D1031}",2014-09-10 15:49:24
"00728EC7-12E1-4E96-AE0A-F90B1C1BD42E","2CC51295-962B-4784-8DED-B051B0A5CC8A",8,0,0,0,0,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"{263FEBBD-F5A4-4597-A31D-BD8BC90961D3}",2012-08-15 08:14:33,"{263FEBBD-F5A4-4597-A31D-BD8BC90961D3}",2012-08-15 11:04:43
"007AC87E-7074-49DA-BF62-256FE8693D5B","90D71C2F-6C0F-4D72-9FA5-1E422B52BDA0",6,0,0,0,0,0,2,1,0,0,0,0,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"{7B6C4021-3131-495C-AECC-93D5C21C6923}",2015-08-27 09:29:48,"{7B6C4021-3131-495C-AECC-93D5C21C6923}",2015-08-27 16:54:37
"0095D6BC-7BE1-45AE-A702-6ED291E4D855","C570862F-B7D5-4224-B8CE-C27ABA697EED",3,0,0,0,0,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"{7CF1D8A0-4CB5-44EA-A457-1E82542FD34A}",2019-09-11 12:43:06,"{A27B3D5E-02FF-4045-90AA-D36F564E01DC}",2019-09-16 17:10:38
"009AEF22-3241-45B5-BDC7-2370C9C336BE","F6A083DB-3353-4B48-9272-20F166FF408A",6,0,0,0,0,0,3,5,0,0,0,0,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"{C00EB408-AAB3-4F31-9E83-10944135BE7F}",2011-09-22 16:38:44,"{C00EB408-AAB3-4F31-9E83-10944135BE7F}",2011-09-22 17:26:35
"00A52BD2-1A1A-4181-A826-086C0FF20D30","F4EB74C1-3D10-49D6-A67B-955C90AD1B7E",4,0,0,1,0,0,0,0,0,0,0,0,4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"{797D4AA4-8007-47B4-AA42-7C0E644D1031}",2014-09-08 09:55:33,"{797D4AA4-8007-47B4-AA42-7C0E644D1031}",2014-09-08 17:09:35
"00A6FD2A-216B-48F9-A9F3-C97781F4036C","22031637-3FE4-40D1-AF8E-518EB9259D8B",4,0,2,0,0,0,1,0,0,0,0,1,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2012-07-05 09:38:06,"7/5/2012 9:38:06 AM",2012-07-05 09:38:06
"00B1CB95-A0AD-4A15-A4A4-36A425E64231","F3688726-C803-409C-A999-C72A2DF2E010",3,0,0,0,0,0,0,1,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"{3AFB956E-C1CB-4CA0-A978-7797985DECF9}",2011-08-19 08:43:12,"{3AFB956E-C1CB-4CA0-A978-7797985DECF9}",2011-08-19 09:51:30
"00C2A037-3398-4FFF-B108-802A459C0DFE","8E25ECDB-B1D3-4C22-A53C-3258BC0AB6BB",2,2,1,2,0,1,1,3,1,3,1,1,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"{3AFB956E-C1CB-4CA0-A978-7797985DECF9}",2011-08-04 13:59:07,"{3AFB956E-C1CB-4CA0-A978-7797985DECF9}",2011-08-04 14:42:57
"00C792D0-4F1D-464F-9C10-42BD41B026FC","A848D6E2-099C-4870-AAA2-665230E3FECF",6,0,0,0,0,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"{797D4AA4-8007-47B4-AA42-7C0E644D1031}",2015-08-03 13:18:21,"{797D4AA4-8007-47B4-AA42-7C0E644D1031}",2015-09-18 09:12:47
"00C9E513-2E34-4EC1-AD1B-D8989351FB9E","561E05BE-2BCC-486A-A010-70354983BD53",9,1,2,1,1,0,2,3,0,2,0,1,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"{AF963EC2-E166-4D3E-A508-81D49E604A92}",2018-08-07 12:38:45,"{AF963EC2-E166-4D3E-A508-81D49E604A92}",2018-08-07 14:17:59
"00CA4F59-5DC6-481F-80CA-226AC7AB529A","3DA7E22F-0080-47DD-8DE2-216DB7E2DB52",2,2,1,1,1,0,3,1,0,1,1,1,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"{797D4AA4-8007-47B4-AA42-7C0E644D1031}",2019-07-23 11:23:38,"{797D4AA4-8007-47B4-AA42-7C0E644D1031}",2019-07-23 15:26:34
"00CB6083-0CB2-4517-BCEA-EFA5CCAA5C8F","8A03391D-F8EE-41D7-8EB0-FC51E6475E72",7,0,0,0,1,1,0,1,2,2,1,3,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"{501A76CE-EBF1-4C9C-84CE-9054EF60994B}",2010-09-27 10:27:22,"{501A76CE-EBF1-4C9C-84CE-9054EF60994B}",2010-09-27 10:55:29
"00CE49FD-1B99-4F8C-973A-BA421D8D26F0","99E49407-2D39-44B0-A971-7BCD0458B81D",8,2,3,2,2,1,2,6,2,4,4,4,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"{797D4AA4-8007-47B4-AA42-7C0E644D1031}",2014-07-21 12:42:19,"{797D4AA4-8007-47B4-AA42-7C0E644D1031}",2014-07-21 14:55:20
"00DD40B8-E3FE-4977-83A5-9A3DC546FB74","0E877964-850F-45AF-922B-D855F6453915",2,1,2,1,2,2,1,1,1,0,1,1,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"{7CF1D8A0-4CB5-44EA-A457-1E82542FD34A}",2019-08-28 13:24:36,"{7CF1D8A0-4CB5-44EA-A457-1E82542FD34A}",2019-08-28 14:39:45
"00E23FD0-EC92-4162-B36D-A733DF56776F","6F61CD75-9526-435C-B383-A9C748788C3E",7,0,0,0,0,3,1,2,1,0,1,2,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"{263FEBBD-F5A4-4597-A31D-BD8BC90961D3}",2012-08-30 08:41:30,"{263FEBBD-F5A4-4597-A31D-BD8BC90961D3}",2012-08-30 10:13:03
"00F0F954-CE62-435A-83EB-36C9EE7EA753","00DDD96E-953D-419C-A78D-3A9AC9E948DF",3,0,0,0,0,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"{797D4AA4-8007-47B4-AA42-7C0E644D1031}",2016-08-09 08:38:15,"{797D4AA4-8007-47B4-AA42-7C0E644D1031}",2016-08-09 10:27:22
"01199EB1-0167-4AC8-82E5-F8D18FF37FA6","7FEC5787-4F78-4473-8F48-E368455BB5DC",2,0,0,0,0,1,0,0,0,0,1,1,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"{6A5059AB-3541-4DA4-A764-3E55025F539C}",2017-08-08 11:39:05,"{6A5059AB-3541-4DA4-A764-3E55025F539C}",2017-08-08 12:53:02
"012AA37E-49F5-4FD7-BF18-556E48438AD9","D0E68597-380E-433F-8D9C-FB3C9C574672",6,0,0,0,0,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"{85C1E403-008D-4605-B678-10F278B8E16E}",2012-08-22 08:54:24,"{85C1E403-008D-4605-B678-10F278B8E16E}",2012-08-22 10:06:22
"012B9CF3-834B-4C1B-81AD-093C82A7DC3A","FCBB9060-3911-4C43-BD65-9D6EFF559A07",2,0,0,0,0,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2012-07-05 09:38:06,"7/5/2012 9:38:06 AM",2012-07-05 09:38:06
"012CC124-9D88-4EB6-AD28-59D9FEEDE9F5","E1D33F3A-ADB7-486F-84DD-BC2E14E7C8C7",9,2,1,1,0,0,0,0,0,1,1,0,6,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"{797D4AA4-8007-47B4-AA42-7C0E644D1031}",2014-09-15 07:32:23,"{797D4AA4-8007-47B4-AA42-7C0E644D1031}",2014-09-15 08:55:13
"0132C6EF-DF04-4DBE-97F6-36FBDFF38B23","3F0B3746-3A26-4337-B6B7-DB0C9682C7FE",4,0,0,1,2,2,0,1,1,1,0,0,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"{C00EB408-AAB3-4F31-9E83-10944135BE7F}",2011-08-04 15:52:40,"{C00EB408-AAB3-4F31-9E83-10944135BE7F}",2011-08-04 16:24:18
"0133DE4C-EFFF-4D77-9F71-DE0B165043BC","CFB5B6F1-6C4F-420A-AF71-055D47D44B20",8,2,0,0,0,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"{3AFB956E-C1CB-4CA0-A978-7797985DECF9}",2011-10-03 15:32:08,"{3AFB956E-C1CB-4CA0-A978-7797985DECF9}",2011-10-04 07:16:02
"01346934-B4F7-497E-A3E5-5BA471B9D5C5","BBD21EE1-C4CC-44BD-A5C6-60BC5C5D682B",3,0,0,0,0,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"{797D4AA4-8007-47B4-AA42-7C0E644D1031}",2015-08-11 15:22:47,"{797D4AA4-8007-47B4-AA42-7C0E644D1031}",2015-09-18 08:50:23
"013470ED-77F7-40E3-99D0-5FF6EF274748","F3BD07FD-D8D2-4855-80B7-A24901A2B022",2,0,0,0,0,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"{8330C84C-E3CB-45E0-99A3-133519C3A7AD}",2011-09-07 14:16:59,"{8330C84C-E3CB-45E0-99A3-133519C3A7AD}",2011-09-07 15:05:56
"0134E591-288E-4728-89F2-96D56DD2BD5E","A2BD601A-B841-4771-961E-2AE32A8ADC1F",6,0,0,0,0,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"{7B6C4021-3131-495C-AECC-93D5C21C6923}",2016-08-09 08:20:07,"{7B6C4021-3131-495C-AECC-93D5C21C6923}",2016-08-09 10:01:01
"01372A40-55EC-4574-BD04-D281F347A63E","A096023B-09BC-4748-B1B9-5B563CC858C1",6,0,0,0,0,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"{464BD871-FCE5-4167-A83A-1DF96985D384}",2018-08-27 10:42:22,"{AF963EC2-E166-4D3E-A508-81D49E604A92}",2018-09-13 12:47:48
"01388CCC-D317-40CF-9178-DC3E7794B09F","8E25ECDB-B1D3-4C22-A53C-3258BC0AB6BB",9,0,0,2,0,1,1,1,1,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"{3AFB956E-C1CB-4CA0-A978-7797985DECF9}",2011-08-04 13:59:07,"{3AFB956E-C1CB-4CA0-A978-7797985DECF9}",2011-08-04 14:42:25
"015CF0F5-B64D-4BFA-8091-432539923D3E","1B497342-DA75-4E18-9F91-EA4D7D1A57C3",8,1,0,0,0,1,0,1,0,0,0,0,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"{797D4AA4-8007-47B4-AA42-7C0E644D1031}",2013-08-08 11:51:09,"{797D4AA4-8007-47B4-AA42-7C0E644D1031}",2013-09-16 14:53:53
"01605C12-49EC-4FD1-ACF9-9B83819D6F45","D6F9F882-6340-4739-AABD-7F7B6B6235C7",5,0,5,0,0,0,0,0,0,0,5,0,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"{7B6C4021-3131-495C-AECC-93D5C21C6923}",2015-08-17 08:02:23,"{7B6C4021-3131-495C-AECC-93D5C21C6923}",2015-08-17 09:11:39
"0170FC6B-F83B-4DC8-84E2-72C9AAAD370E","6A314165-C75E-45B9-A708-06C0B0FE963C",7,0,3,0,3,0,0,1,0,2,0,1,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2012-07-05 09:38:06,"7/5/2012 9:38:06 AM",2012-07-05 09:38:06
"0175CE3F-2DC3-4D43-83F5-FF13E8F3E5D3","E406034C-AB4D-40DE-BF97-246E1ED7AD6C",6,0,0,0,0,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2012-07-05 09:38:06,"7/5/2012 9:38:06 AM",2012-07-05 09:38:06
"0176C8FD-6B02-418B-BFCE-7F4DEF5F7EC6","2E806423-565C-4BDE-BF3B-F50EB4C4369E",9,2,1,0,1,2,2,2,0,2,1,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"{797D4AA4-8007-47B4-AA42-7C0E644D1031}",2017-09-14 12:25:46,"{797D4AA4-8007-47B4-AA42-7C0E644D1031}",2017-09-14 13:59:39
"017B6021-D353-4838-A0D2-C3D26724486D","DCE9F623-2E9E-4FF6-934F-8077D5CC5608",6,0,0,0,0,0,2,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"{34D0B017-3F5F-466C-B8ED-98418E48F39F}",2016-08-16 17:09:40,"{7B6C4021-3131-495C-AECC-93D5C21C6923}",2016-09-20 10:44:48
"017DE6AE-6B55-4B9B-BCB1-402E6513086E","647FD8CE-BD8A-4EAD-BC8B-84610EDEF10F",8,0,1,0,0,1,0,0,0,1,1,0,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"{774B2387-747E-4420-9020-69A2F8F0D4E9}",2016-08-29 13:48:55,"{774B2387-747E-4420-9020-69A2F8F0D4E9}",2016-09-02 11:23:15
"01825472-1FA0-4FA6-85D6-ED2CC7C028EF","3FD2626B-9878-44D6-9770-3A056ADF5C41",8,1,0,0,0,0,1,1,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"{FAFE6C5C-1246-4540-ACCD-D7F2CE7D1E3B}",2011-09-01 16:33:42,"{FAFE6C5C-1246-4540-ACCD-D7F2CE7D1E3B}",2011-09-01 17:21:16
"01838FC5-8C6D-44E5-92BE-AD0C58330D46","6F100CAC-00D8-46BE-87C3-254B2F12F3E8",2,4,4,0,3,1,3,3,2,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2012-07-05 09:38:06,"7/5/2012 9:38:06 AM",2012-07-05 09:38:06
"018C23B8-D7C6-4816-86DC-02FA036AA4E1","0359CB14-912E-4110-9740-349A10355C46",6,0,0,0,0,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"{797D4AA4-8007-47B4-AA42-7C0E644D1031}",2017-08-01 08:41:35,"{797D4AA4-8007-47B4-AA42-7C0E644D1031}",2017-08-01 09:54:12
"0192469E-9839-4D57-A644-A18AC1451D26","C90C2EAC-670B-41DF-810F-BE4EA7424F19",5,0,0,0,0,0,0,0,2,1,1,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"{797D4AA4-8007-47B4-AA42-7C0E644D1031}",2016-09-13 12:22:30,"{797D4AA4-8007-47B4-AA42-7C0E644D1031}",2016-09-13 13:08:33
"019E4600-B436-4B7B-BACC-05C7CEFC4331","932E9DCE-1337-48E8-8D71-C0963F79909D",9,0,0,0,0,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"{A27B3D5E-02FF-4045-90AA-D36F564E01DC}",2019-09-12 12:59:24,"{A27B3D5E-02FF-4045-90AA-D36F564E01DC}",2019-09-17 10:16:16
"01A06539-5F36-476E-BDF8-EDAACD80BF1A","5E7C03E4-D112-4472-8801-DA9A6EF2114E",8,0,0,0,0,0,0,0,0,0,1,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"{8330C84C-E3CB-45E0-99A3-133519C3A7AD}",2013-08-26 08:59:04,"{8330C84C-E3CB-45E0-99A3-133519C3A7AD}",2013-08-26 10:10:46
"01A93A4D-59A4-41FD-973A-AF7FA45C7372","3DA7E22F-0080-47DD-8DE2-216DB7E2DB52",9,4,3,3,0,4,5,4,2,4,3,5,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"{797D4AA4-8007-47B4-AA42-7C0E644D1031}",2019-07-23 11:23:38,"{797D4AA4-8007-47B4-AA42-7C0E644D1031}",2019-07-23 15:27:20
"01C2A99B-9213-4741-9BD3-3175686EE056","8CEE8613-C03A-4DB4-A88B-3FB2ECB3EAEB",6,0,0,0,0,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2012-07-05 09:38:06,"7/5/2012 9:38:06 AM",2012-07-05 09:38:06
